"nuts2_code","country_code","year","fertility","poverty","family_exp"
"ES22","ES",2017,1.4463,13.2,1844.71
"ES23","ES",2017,1.33934,13.9,1844.71
"ES24","ES",2017,1.32689,16.2,1844.71
"ES30","ES",2017,1.31942,21.7,1844.71
"ES41","ES",2017,1.14147,19.2,1844.71
"ES42","ES",2017,1.30795,34.9,1844.71
"ES43","ES",2017,1.28931,44.9,1844.71
"ES51","ES",2017,1.36858,20.2,1844.71
"ES52","ES",2017,1.29225,31.9,1844.71
"ES53","ES",2017,1.24946,25.2,1844.71
"ES61","ES",2017,1.35638,39,1844.71
"ES62","ES",2017,1.54678,35.6,1844.71
"ES63","ES",2017,1.79543,46.9,1844.71
"ES64","ES",2017,2.2558,30.2,1844.71
"ES70","ES",2017,1.07193,39.9,1844.71
"ES11","ES",2018,1.04073,24.1,1780.86
"ES12","ES",2018,1.02771,21.8,1780.86
"ES13","ES",2018,1.11039,24.4,1780.86
"ES21","ES",2018,1.27534,12.2,1780.86
"ES22","ES",2018,1.37788,13.1,1780.86
"ES23","ES",2018,1.23376,19.1,1780.86
"ES24","ES",2018,1.28449,17.8,1780.86
"ES30","ES",2018,1.26087,20.9,1780.86
"ES41","ES",2018,1.14267,19.8,1780.86
"ES42","ES",2018,1.26129,33.4,1780.86
"ES43","ES",2018,1.21358,43.7,1780.86
"ES51","ES",2018,1.30934,18.9,1780.86
"ES52","ES",2018,1.23939,30.7,1780.86
"ES53","ES",2018,1.24665,17.3,1780.86
"ES61","ES",2018,1.31519,41.7,1780.86
"ES62","ES",2018,1.52629,33.2,1780.86
"ES63","ES",2018,1.68002,48.9,1780.86
"ES64","ES",2018,2.26992,23.5,1780.86
"ES70","ES",2018,1.00946,39.2,1780.86
"ES11","ES",2019,1.01814,24.2,2384.55
"ES12","ES",2019,0.95664,25,2384.55
"ES13","ES",2019,1.06379,19.8,2384.55
"ES21","ES",2019,1.24932,15,2384.55
"ES22","ES",2019,1.38361,12.4,2384.55
"ES23","ES",2019,1.30172,15.8,2384.55
"ES24","ES",2019,1.25335,20.5,2384.55
"ES30","ES",2019,1.21957,20.2,2384.55
"ES41","ES",2019,1.12497,16.8,2384.55
"ES42","ES",2019,1.24287,31,2384.55
"ES43","ES",2019,1.2167,36.9,2384.55
"ES51","ES",2019,1.26909,18.8,2384.55
"ES52","ES",2019,1.23134,28.2,2384.55
"ES53","ES",2019,1.17358,16.5,2384.55
"ES61","ES",2019,1.30586,39.3,2384.55
"ES62","ES",2019,1.49064,33.4,2384.55
"ES63","ES",2019,1.48046,49,2384.55
"ES64","ES",2019,2.0991,39.7,2384.55
"ES70","ES",2019,0.96995,38.3,2384.55
"FI1B","FI",2017,1.38,12,986.5
"FI1C","FI",2017,1.47,16.1,986.5
"FI1D","FI",2017,1.63,17.9,986.5
"FI1B","FI",2018,1.33,11.1,956.92
"FI1C","FI",2018,1.36,17.1,956.92
"FI1D","FI",2018,1.53,20.3,956.92
"FI1B","FI",2019,1.28,9.4,930.99
"FI1C","FI",2019,1.3,14.7,930.99
"FI1D","FI",2019,1.44,17.8,930.99
"HR03","HR",2017,1.39,21.6,115.03
"HR04","HR",2017,1.43,24.8,115.03
"HR03","HR",2018,1.43,21.2,122.63
"HR04","HR",2018,1.49,22.6,122.63
"HR03","HR",2019,1.42,19.4,127.49
"HR04","HR",2019,1.49,21.6,127.49
"HU21","HU",2017,1.55,20.1,170.2
"HU22","HU",2017,1.46,19.9,170.2
"HU23","HU",2017,1.55,30.4,170.2
"HU31","HU",2017,1.82,36.4,170.2
"HU32","HU",2017,1.7,28.4,170.2
"HU33","HU",2017,1.56,26.4,170.2
"HU11","HU",2018,1.21,16.5,180.58
"HU12","HU",2018,1.6,14.3,180.58
"HU21","HU",2018,1.52,15.2,180.58
"HU22","HU",2018,1.47,12.4,180.58
"HU23","HU",2018,1.57,26.7,180.58
"HU31","HU",2018,1.84,31.3,180.58
"HU32","HU",2018,1.69,27.1,180.58
"HU33","HU",2018,1.55,22.2,180.58
"HU11","HU",2019,1.19,17.1,187.99
"HU12","HU",2019,1.63,20.2,187.99
"HU21","HU",2019,1.55,12.1,187.99
"HU22","HU",2019,1.48,17,187.99
"HU23","HU",2019,1.58,25,187.99
"HU31","HU",2019,1.83,26.7,187.99
"HU32","HU",2019,1.73,26,187.99
"HU33","HU",2019,1.55,16.5,187.99
"IE04","IE",2017,1.88,25.9,251.14
"IE05","IE",2017,1.84,24,251.14
"IE06","IE",2017,1.7,20.2,251.14
"IE04","IE",2018,1.89,25.2,255.47
"IE05","IE",2018,1.85,22.6,255.47
"IE06","IE",2018,1.66,17.9,255.47
"IE04","IE",2019,1.87,26.4,254
"IE05","IE",2019,1.76,21,254
"IE06","IE",2019,1.64,17.4,254
"ITC1","IT",2017,1.34908,18.4,3172.82
"ITC2","IT",2017,1.35592,17.2,3172.82
"ITC3","IT",2017,1.29024,19,3172.82
"ITC4","IT",2017,1.40535,16.9,3172.82
"ITF1","IT",2017,1.25286,28.2,3172.82
"ITF2","IT",2017,1.20144,35,3172.82
"ITF3","IT",2017,1.36197,43,3172.82
"ITF4","IT",2017,1.25093,36.7,3172.82
"ITF5","IT",2017,1.20013,31.9,3172.82
"ITF6","IT",2017,1.30506,43.9,3172.82
"ITG1","IT",2017,1.37181,48.9,3172.82
"ITG2","IT",2017,1.07838,37.2,3172.82
"ITH1","IT",2017,1.74689,6.3,3172.82
"ITH2","IT",2017,1.4863,17.1,3172.82
"ITH3","IT",2017,1.36698,13,3172.82
"ITH4","IT",2017,1.31574,13.1,3172.82
"ITH5","IT",2017,1.36091,15,3172.82
"ITI1","IT",2017,1.29473,17.4,3172.82
"ITI2","IT",2017,1.25818,16.1,3172.82
"ITI3","IT",2017,1.26097,20.9,3172.82
"ITI4","IT",2017,1.30127,26.7,3172.82
"ITC1","IT",2018,1.29684,18.4,3430.02
"ITC2","IT",2018,1.38873,13.1,3430.02
"ITC3","IT",2018,1.24387,18.1,3430.02
"ITC4","IT",2018,1.36258,14.9,3430.02
"ITF1","IT",2018,1.2048,25.8,3430.02
"ITF2","IT",2018,1.10607,25,3430.02
"ITF3","IT",2018,1.32915,48.9,3430.02
"ITF4","IT",2018,1.23363,35.8,3430.02
"ITF5","IT",2018,1.1411,35.2,3430.02
"ITF6","IT",2018,1.2891,40.7,3430.02
"ITG1","IT",2018,1.37221,49.5,3430.02
"ITG2","IT",2018,1.03521,33.6,3430.02
"ITH1","IT",2018,1.72907,12.7,3430.02
"ITH2","IT",2018,1.4505,18.8,3430.02
"ITH3","IT",2018,1.34451,13.2,3430.02
"ITH4","IT",2018,1.28507,12.2,3430.02
"ITH5","IT",2018,1.348,14,3430.02
"ITI1","IT",2018,1.2608,17.9,3430.02
"ITI2","IT",2018,1.22402,17,3430.02
"ITI3","IT",2018,1.22736,16.1,3430.02
"ITI4","IT",2018,1.25317,25.7,3430.02
"ITC1","IT",2019,1.27,16.3,3354.38
"ITC2","IT",2019,1.31,8.6,3354.38
"ITC3","IT",2019,1.21,17.5,3354.38
"ITC4","IT",2019,1.33,16.6,3354.38
"ITF1","IT",2019,1.17,24.4,3354.38
"ITF2","IT",2019,1.15,33.7,3354.38
"ITF3","IT",2019,1.31,48.2,3354.38
"ITF4","IT",2019,1.2,37,3354.38
"ITF5","IT",2019,1.15,33,3354.38
"ITF6","IT",2019,1.26,34.8,3354.38
"ITG1","IT",2019,1.33,45.4,3354.38
"ITG2","IT",2019,1,27.4,3354.38
"ITH1","IT",2019,1.71,10.4,3354.38
"ITH2","IT",2019,1.42,11.4,3354.38
"ITH3","IT",2019,1.29,10.3,3354.38
"ITH4","IT",2019,1.25,13.5,3354.38
"ITH5","IT",2019,1.3,14,3354.38
"ITI1","IT",2019,1.21,18.4,3354.38
"ITI2","IT",2019,1.2,12.3,3354.38
"ITI3","IT",2019,1.19,18.5,3354.38
"ITI4","IT",2019,1.18,24.1,3354.38
"LT01","LT",2017,1.49406,23.1,73.14
"LT02","LT",2017,1.59857,32.4,73.14
"LT01","LT",2018,1.48992,22.2,74.49
"LT02","LT",2018,1.54059,31.1,74.49
"LT01","LT",2019,1.35689,20.2,76.4
"LT02","LT",2019,1.46291,27.6,76.4
"NL11","NL",2017,1.45,21.8,0
"NL12","NL",2017,1.77,17.7,0
"NL13","NL",2017,1.77,16.8,0
"NL21","NL",2017,1.72,16.4,0
"NL22","NL",2017,1.7,15.2,0
"NL23","NL",2017,1.72,17.4,0
"NL31","NL",2017,1.68,14.9,0
"NL32","NL",2017,1.52,16.7,0
"NL33","NL",2017,1.64,19.3,0
"NL34","NL",2017,1.76,12.7,0
"NL41","NL",2017,1.61,14.1,0
"NL42","NL",2017,1.48,15.8,0
"NL11","NL",2018,1.39,22.1,0
"NL12","NL",2018,1.71,16.3,0
"NL13","NL",2018,1.68,14.8,0
"NL21","NL",2018,1.69,15.7,0
"NL22","NL",2018,1.66,15.2,0
"NL23","NL",2018,1.78,15.6,0
"NL31","NL",2018,1.63,13.5,0
"NL32","NL",2018,1.49,17.2,0
"NL33","NL",2018,1.61,19.6,0
"NL34","NL",2018,1.72,14,0
"NL41","NL",2018,1.58,13.4,0
"NL42","NL",2018,1.45,16.9,0
"NL11","NL",2019,1.41,23.9,0
"NL12","NL",2019,1.75,16.5,0
"NL13","NL",2019,1.73,14.7,0
"NL21","NL",2019,1.68,15.6,0
"NL22","NL",2019,1.65,14.6,0
"NL23","NL",2019,1.77,16.2,0
"NL31","NL",2019,1.62,15.1,0
"NL32","NL",2019,1.46,17,0
"NL33","NL",2019,1.6,19.4,0
"NL34","NL",2019,1.73,14.8,0
"NL41","NL",2019,1.55,13.8,0
"NL42","NL",2019,1.43,15.5,0
"NO01","NO",2017,1.54,15.6,2010.75
"NO02","NO",2017,1.57,14.9,2010.75
"NO03","NO",2017,1.6,12.7,2010.75
"NO04","NO",2017,1.77,14.6,2010.75
"NO05","NO",2017,1.7,17.2,2010.75
"NO06","NO",2017,1.63,17.1,2010.75
"NO07","NO",2017,1.59,17.1,2010.75
"NO01","NO",2018,1.5,16.4,1943.57
"NO02","NO",2018,1.51,15.1,1943.57
"NO03","NO",2018,1.56,13.6,1943.57
"NO04","NO",2018,1.68,17.5,1943.57
"NO05","NO",2018,1.64,14.7,1943.57
"NO06","NO",2018,1.53,15,1943.57
"NO07","NO",2018,1.54,16.8,1943.57
"NO01","NO",2019,1.47,16.2,1960.89
"NO02","NO",2019,1.48,19.7,1960.89
"NO03","NO",2019,1.53,14.5,1960.89
"NO04","NO",2019,1.64,17.4,1960.89
"NO05","NO",2019,1.6,13.2,1960.89
"NO06","NO",2019,1.52,14.4,1960.89
"NO07","NO",2019,1.49,16.2,1960.89
"PL21","PL",2019,1.51,18.1,308.95
"PL22","PL",2019,1.38,13,308.95
"PL41","PL",2019,1.55,17.3,308.95
"PL42","PL",2019,1.32,16.5,308.95
"PL43","PL",2019,1.35,14.8,308.95
"PL51","PL",2019,1.38,14.1,308.95
"PL52","PL",2019,1.33,17.8,308.95
"PL61","PL",2019,1.39,22.2,308.95
"PL62","PL",2019,1.35,23.7,308.95
"PL63","PL",2019,1.62,15,308.95
"PL71","PL",2019,1.36,17.1,308.95
"PL72","PL",2019,1.26,20.3,308.95
"PL81","PL",2019,1.34,28.5,308.95
"PL82","PL",2019,1.38,22.1,308.95
"PL84","PL",2019,1.42,20.5,308.95
"PL91","PL",2019,1.6,12.9,308.95
"PL92","PL",2019,1.51,21.1,308.95
"PT11","PT",2018,1.27667,23,600.03
"PT15","PT",2018,1.64886,23.2,600.03
"PT16","PT",2018,1.34243,22.8,600.03
"PT17","PT",2018,1.62063,16.5,600.03
"PT18","PT",2018,1.50266,21.1,600.03
"PT20","PT",2018,1.39402,36.5,600.03
"PT30","PT",2018,1.30193,31.9,600.03
"PT11","PT",2019,1.28793,22.3,646.81
"PT15","PT",2019,1.67784,22.7,646.81
"PT16","PT",2019,1.36295,20.5,646.81
"PT17","PT",2019,1.62614,17.5,646.81
"PT18","PT",2019,1.54728,21.6,646.81
"PT20","PT",2019,1.35461,36.7,646.81
"PT30","PT",2019,1.3177,32,646.81
"RO11","RO",2017,1.7,35.6,150.65
"RO12","RO",2017,1.88,29.7,150.65
"RO21","RO",2017,2.16,49.6,150.65
"RO22","RO",2017,1.89,52.4,150.65
"RO31","RO",2017,1.74,50.2,150.65
"RO32","RO",2017,1.52,31.8,150.65
"RO41","RO",2017,1.63,52.5,150.65
"RO42","RO",2017,1.58,31.8,150.65
"RO11","RO",2018,1.69,28.8,182.48
"RO12","RO",2018,1.84,27.6,182.48
"RO21","RO",2018,2.09,49.9,182.48
"RO22","RO",2018,1.84,50.3,182.48
"RO31","RO",2018,1.74,45.6,182.48
"RO32","RO",2018,1.53,28.2,182.48
"RO41","RO",2018,1.66,47.4,182.48
"RO42","RO",2018,1.6,24.2,182.48
"RO11","RO",2019,1.69,23.4,209.14
"RO12","RO",2019,1.85,28.2,209.14
"RO21","RO",2019,2.14,49.2,209.14
"RO22","RO",2019,1.84,49.5,209.14
"RO31","RO",2019,1.76,43.1,209.14
"RO32","RO",2019,1.55,21.7,209.14
"RO41","RO",2019,1.64,42.2,209.14
"RO42","RO",2019,1.58,24,209.14
"SE11","SE",2017,1.71,14.1,2942.34
"SE12","SE",2017,1.8,16.7,2942.34
"SE21","SE",2017,1.91,14,2942.34
"SE22","SE",2017,1.78,21.9,2942.34
"SE23","SE",2017,1.76,18.2,2942.34
"SE31","SE",2017,1.89,20.3,2942.34
"SE32","SE",2017,1.9,16.7,2942.34
"SE33","SE",2017,1.73,15.3,2942.34
"SE11","SE",2018,1.66,13.6,2975.35
"SE12","SE",2018,1.76,16.5,2975.35
"SE21","SE",2018,1.88,16.9,2975.35
"SE22","SE",2018,1.76,26.2,2975.35
"SE23","SE",2018,1.74,16.6,2975.35
"SE31","SE",2018,1.89,19.5,2975.35
"SE32","SE",2018,1.9,18.4,2975.35
"SE33","SE",2018,1.69,17.4,2975.35
"SE11","SE",2019,1.61,14.5,2965.77
"SE12","SE",2019,1.72,18.4,2965.77
"SE21","SE",2019,1.83,16.3,2965.77
"SE22","SE",2019,1.72,24.7,2965.77
"SE23","SE",2019,1.71,18.7,2965.77
"SE31","SE",2019,1.78,18.2,2965.77
"SE32","SE",2019,1.82,23.6,2965.77
"SE33","SE",2019,1.7,16.3,2965.77
"SI03","SI",2018,1.64,17.3,48.13
"SI04","SI",2018,1.58,13.3,48.13
"SI03","SI",2019,1.68,16.3,51.31
"SI04","SI",2019,1.55,10.8,51.31
"SK01","SK",2017,1.66,9.9,182.69
"SK02","SK",2017,1.34,12.9,182.69
"SK03","SK",2017,1.45,17.5,182.69
"SK04","SK",2017,1.65,20.1,182.69
"SK01","SK",2018,1.7,7.3,166.64
"SK02","SK",2018,1.35,10.7,166.64
"SK03","SK",2018,1.48,18.6,166.64
"SK04","SK",2018,1.66,20.6,166.64
"SK01","SK",2019,1.65,6.8,263.37
"SK02","SK",2019,1.4,10.2,263.37
"SK03","SK",2019,1.49,19.3,263.37
"SK04","SK",2019,1.69,19.7,263.37
"AL01","AL",2019,1.59,55.4,27.04
"AL02","AL",2019,1.28,49.2,27.04
"AL03","AL",2019,1.23,48.4,27.04
"BG31","BG",2017,1.85291,47.4,185.93
"BG32","BG",2017,1.71635,43,185.93
"BG33","BG",2017,1.68931,40.4,185.93
"BG34","BG",2017,2.10908,39.9,185.93
"BG41","BG",2017,1.45777,26,185.93
"BG42","BG",2017,1.79732,45,185.93
"BG31","BG",2018,1.88775,42,194.94
"BG32","BG",2018,1.75067,34.5,194.94
"BG33","BG",2018,1.73954,34.5,194.94
"BG34","BG",2018,2.10184,36.2,194.94
"BG41","BG",2018,1.46803,22.8,194.94
"BG42","BG",2018,1.83131,39.2,194.94
"BG31","BG",2019,1.90808,41.6,203.51
"BG32","BG",2019,1.77018,37.6,203.51
"BG33","BG",2019,1.83009,33.7,203.51
"BG34","BG",2019,2.15573,37.9,203.51
"BG41","BG",2019,1.53127,22.7,203.51
"BG42","BG",2019,1.87979,38.1,203.51
"CH01","CH",2017,1.52,20.4,1030.14
"CH02","CH",2017,1.53,19.7,1030.14
"CH03","CH",2017,1.52,17.3,1030.14
"CH04","CH",2017,1.5,14.3,1030.14
"CH05","CH",2017,1.54,17.9,1030.14
"CH06","CH",2017,1.56,13.6,1030.14
"CH07","CH",2017,1.37,34,1030.14
"CH01","CH",2018,1.51,21.2,1063.56
"CH02","CH",2018,1.53,19.1,1063.56
"CH03","CH",2018,1.51,18.2,1063.56
"CH04","CH",2018,1.47,11.9,1063.56
"CH05","CH",2018,1.59,17.7,1063.56
"CH06","CH",2018,1.59,12.5,1063.56
"CH07","CH",2018,1.28,30.2,1063.56
"CH01","CH",2019,1.47,26.1,1084.68
"CH02","CH",2019,1.5,21.1,1084.68
"CH03","CH",2019,1.5,18.8,1084.68
"CH04","CH",2019,1.42,13.1,1084.68
"CH05","CH",2019,1.53,17.2,1084.68
"CH06","CH",2019,1.54,14.2,1084.68
"CH07","CH",2019,1.26,26.7,1084.68
"CZ01","CZ",2017,1.55,9.8,306.71
"CZ02","CZ",2017,1.79,11,306.71
"CZ03","CZ",2017,1.7,9.3,306.71
"CZ04","CZ",2017,1.67,16.1,306.71
"CZ05","CZ",2017,1.7,10.1,306.71
"CZ06","CZ",2017,1.73,11,306.71
"CZ07","CZ",2017,1.67,11.2,306.71
"CZ08","CZ",2017,1.6,19.7,306.71
"CZ01","CZ",2018,1.56,8.3,323.22
"CZ02","CZ",2018,1.74,9.4,323.22
"CZ03","CZ",2018,1.72,9.4,323.22
"CZ04","CZ",2018,1.66,17,323.22
"CZ05","CZ",2018,1.74,11.6,323.22
"CZ06","CZ",2018,1.76,11.3,323.22
"CZ07","CZ",2018,1.71,12.5,323.22
"CZ08","CZ",2018,1.68,16,323.22
"CZ01","CZ",2019,1.52,7.7,335.13
"CZ02","CZ",2019,1.76,9.6,335.13
"CZ03","CZ",2019,1.72,9.3,335.13
"CZ04","CZ",2019,1.71,19.7,335.13
"CZ05","CZ",2019,1.76,12.4,335.13
"CZ06","CZ",2019,1.77,11.9,335.13
"CZ07","CZ",2019,1.67,12.8,335.13
"CZ08","CZ",2019,1.66,15.1,335.13
"DK01","DK",2017,1.67,18.9,1409.41
"DK02","DK",2017,1.83,17.9,1409.41
"DK03","DK",2017,1.82,17.6,1409.41
"DK04","DK",2017,1.83,16,1409.41
"DK05","DK",2017,1.81,18.4,1409.41
"DK01","DK",2018,1.65,19.6,1431.27
"DK02","DK",2018,1.83,16.8,1431.27
"DK03","DK",2018,1.78,15.7,1431.27
"DK04","DK",2018,1.81,15.8,1431.27
"DK05","DK",2018,1.77,19.2,1431.27
"DK01","DK",2019,1.66,18.2,1449.08
"DK02","DK",2019,1.76,14.3,1449.08
"DK03","DK",2019,1.73,18.1,1449.08
"DK04","DK",2019,1.75,17,1449.08
"DK05","DK",2019,1.75,17.7,1449.08
"EL30","EL",2018,1.36,27,197.25
"EL41","EL",2018,1.63,31.9,197.25
"EL42","EL",2018,1.54,31.6,197.25
"EL43","EL",2018,1.52,34.8,197.25
"EL51","EL",2018,1.32,33.5,197.25
"EL52","EL",2018,1.28,29.3,197.25
"EL53","EL",2018,1.26,36.5,197.25
"EL54","EL",2018,1.22,31.1,197.25
"EL61","EL",2018,1.32,32.9,197.25
"EL62","EL",2018,1.6,26.2,197.25
"EL63","EL",2018,1.29,41.1,197.25
"EL64","EL",2018,1.23,28.7,197.25
"EL65","EL",2018,1.35,29.2,197.25
"EL30","EL",2019,1.35,24.5,200.19
"EL41","EL",2019,1.6,30.7,200.19
"EL42","EL",2019,1.62,30.1,200.19
"EL43","EL",2019,1.54,30.5,200.19
"EL51","EL",2019,1.3,34,200.19
"EL52","EL",2019,1.27,30.6,200.19
"EL53","EL",2019,1.26,33.6,200.19
"EL54","EL",2019,1.24,26.8,200.19
"EL61","EL",2019,1.28,28.3,200.19
"EL62","EL",2019,1.55,22.3,200.19
"EL63","EL",2019,1.32,39.8,200.19
"EL64","EL",2019,1.12,28.3,200.19
"EL65","EL",2019,1.32,35.1,200.19
"ES11","ES",2017,1.11971,23,1925.06
"ES12","ES",2017,1.0277,17.8,1925.06
"ES13","ES",2017,1.16135,20.5,1925.06
"ES21","ES",2017,1.3205,15,1925.06
"ES22","ES",2017,1.4463,13.2,1925.06
"ES23","ES",2017,1.33934,13.9,1925.06
"ES24","ES",2017,1.32689,16.2,1925.06
"ES30","ES",2017,1.31942,21.7,1925.06
"ES41","ES",2017,1.14147,19.2,1925.06
"ES42","ES",2017,1.30795,34.9,1925.06
"ES43","ES",2017,1.28931,44.9,1925.06
"ES51","ES",2017,1.36858,20.2,1925.06
"ES52","ES",2017,1.29225,31.9,1925.06
"ES53","ES",2017,1.24946,25.2,1925.06
"ES61","ES",2017,1.35638,39,1925.06
"ES62","ES",2017,1.54678,35.6,1925.06
"ES63","ES",2017,1.79543,46.9,1925.06
"ES64","ES",2017,2.2558,30.2,1925.06
"ES70","ES",2017,1.07193,39.9,1925.06
"ES11","ES",2018,1.04073,24.1,1858.42
"ES12","ES",2018,1.02771,21.8,1858.42
"ES13","ES",2018,1.11039,24.4,1858.42
"ES21","ES",2018,1.27534,12.2,1858.42
"ES22","ES",2018,1.37788,13.1,1858.42
"ES23","ES",2018,1.23376,19.1,1858.42
"ES24","ES",2018,1.28449,17.8,1858.42
"ES30","ES",2018,1.26087,20.9,1858.42
"ES41","ES",2018,1.14267,19.8,1858.42
"ES42","ES",2018,1.26129,33.4,1858.42
"ES43","ES",2018,1.21358,43.7,1858.42
"ES51","ES",2018,1.30934,18.9,1858.42
"ES52","ES",2018,1.23939,30.7,1858.42
"ES53","ES",2018,1.24665,17.3,1858.42
"ES61","ES",2018,1.31519,41.7,1858.42
"ES62","ES",2018,1.52629,33.2,1858.42
"ES63","ES",2018,1.68002,48.9,1858.42
"ES64","ES",2018,2.26992,23.5,1858.42
"ES70","ES",2018,1.00946,39.2,1858.42
"ES11","ES",2019,1.01814,24.2,2488.4
"ES12","ES",2019,0.95664,25,2488.4
"ES13","ES",2019,1.06379,19.8,2488.4
"ES21","ES",2019,1.24932,15,2488.4
"ES22","ES",2019,1.38361,12.4,2488.4
"ES23","ES",2019,1.30172,15.8,2488.4
"ES24","ES",2019,1.25335,20.5,2488.4
"ES30","ES",2019,1.21957,20.2,2488.4
"ES41","ES",2019,1.12497,16.8,2488.4
"ES42","ES",2019,1.24287,31,2488.4
"ES43","ES",2019,1.2167,36.9,2488.4
"ES51","ES",2019,1.26909,18.8,2488.4
"ES52","ES",2019,1.23134,28.2,2488.4
"ES53","ES",2019,1.17358,16.5,2488.4
"ES61","ES",2019,1.30586,39.3,2488.4
"ES62","ES",2019,1.49064,33.4,2488.4
"ES63","ES",2019,1.48046,49,2488.4
"ES64","ES",2019,2.0991,39.7,2488.4
"ES70","ES",2019,0.96995,38.3,2488.4
"FI1B","FI",2017,1.38,12,1100.7
"FI1C","FI",2017,1.47,16.1,1100.7
"FI1D","FI",2017,1.63,17.9,1100.7
"FI1B","FI",2018,1.33,11.1,1067.7
"FI1C","FI",2018,1.36,17.1,1067.7
"FI1D","FI",2018,1.53,20.3,1067.7
"FI1B","FI",2019,1.28,9.4,1038.76
"FI1C","FI",2019,1.3,14.7,1038.76
"FI1D","FI",2019,1.44,17.8,1038.76
"HR03","HR",2017,1.39,21.6,116.6
"HR04","HR",2017,1.43,24.8,116.6
"HR03","HR",2018,1.43,21.2,124.3
"HR04","HR",2018,1.49,22.6,124.3
"HR03","HR",2019,1.42,19.4,129.22
"HR04","HR",2019,1.49,21.6,129.22
"HU21","HU",2017,1.55,20.1,169.77
"HU22","HU",2017,1.46,19.9,169.77
"HU23","HU",2017,1.55,30.4,169.77
"HU31","HU",2017,1.82,36.4,169.77
"HU32","HU",2017,1.7,28.4,169.77
"HU33","HU",2017,1.56,26.4,169.77
"HU11","HU",2018,1.21,16.5,180.13
"HU12","HU",2018,1.6,14.3,180.13
"HU21","HU",2018,1.52,15.2,180.13
"HU22","HU",2018,1.47,12.4,180.13
"HU23","HU",2018,1.57,26.7,180.13
"HU31","HU",2018,1.84,31.3,180.13
"HU32","HU",2018,1.69,27.1,180.13
"HU33","HU",2018,1.55,22.2,180.13
"HU11","HU",2019,1.19,17.1,187.52
"HU12","HU",2019,1.63,20.2,187.52
"HU21","HU",2019,1.55,12.1,187.52
"HU22","HU",2019,1.48,17,187.52
"HU23","HU",2019,1.58,25,187.52
"HU31","HU",2019,1.83,26.7,187.52
"HU32","HU",2019,1.73,26,187.52
"HU33","HU",2019,1.55,16.5,187.52
"IE04","IE",2017,1.88,25.9,264.41
"IE05","IE",2017,1.84,24,264.41
"IE06","IE",2017,1.7,20.2,264.41
"IE04","IE",2018,1.89,25.2,268.97
"IE05","IE",2018,1.85,22.6,268.97
"IE06","IE",2018,1.66,17.9,268.97
"IE04","IE",2019,1.87,26.4,267.42
"IE05","IE",2019,1.76,21,267.42
"IE06","IE",2019,1.64,17.4,267.42
"ITC1","IT",2017,1.34908,18.4,3364.31
"ITC2","IT",2017,1.35592,17.2,3364.31
"ITC3","IT",2017,1.29024,19,3364.31
"ITC4","IT",2017,1.40535,16.9,3364.31
"ITF1","IT",2017,1.25286,28.2,3364.31
"ITF2","IT",2017,1.20144,35,3364.31
"ITF3","IT",2017,1.36197,43,3364.31
"ITF4","IT",2017,1.25093,36.7,3364.31
"ITF5","IT",2017,1.20013,31.9,3364.31
"ITF6","IT",2017,1.30506,43.9,3364.31
"ITG1","IT",2017,1.37181,48.9,3364.31
"ITG2","IT",2017,1.07838,37.2,3364.31
"ITH1","IT",2017,1.74689,6.3,3364.31
"ITH2","IT",2017,1.4863,17.1,3364.31
"ITH3","IT",2017,1.36698,13,3364.31
"ITH4","IT",2017,1.31574,13.1,3364.31
"ITH5","IT",2017,1.36091,15,3364.31
"ITI1","IT",2017,1.29473,17.4,3364.31
"ITI2","IT",2017,1.25818,16.1,3364.31
"ITI3","IT",2017,1.26097,20.9,3364.31
"ITI4","IT",2017,1.30127,26.7,3364.31
"ITC1","IT",2018,1.29684,18.4,3637.02
"ITC2","IT",2018,1.38873,13.1,3637.02
"ITC3","IT",2018,1.24387,18.1,3637.02
"ITC4","IT",2018,1.36258,14.9,3637.02
"ITF1","IT",2018,1.2048,25.8,3637.02
"ITF2","IT",2018,1.10607,25,3637.02
"ITF3","IT",2018,1.32915,48.9,3637.02
"ITF4","IT",2018,1.23363,35.8,3637.02
"ITF5","IT",2018,1.1411,35.2,3637.02
"ITF6","IT",2018,1.2891,40.7,3637.02
"ITG1","IT",2018,1.37221,49.5,3637.02
"ITG2","IT",2018,1.03521,33.6,3637.02
"ITH1","IT",2018,1.72907,12.7,3637.02
"ITH2","IT",2018,1.4505,18.8,3637.02
"ITH3","IT",2018,1.34451,13.2,3637.02
"ITH4","IT",2018,1.28507,12.2,3637.02
"ITH5","IT",2018,1.348,14,3637.02
"ITI1","IT",2018,1.2608,17.9,3637.02
"ITI2","IT",2018,1.22402,17,3637.02
"ITI3","IT",2018,1.22736,16.1,3637.02
"ITI4","IT",2018,1.25317,25.7,3637.02
"ITC1","IT",2019,1.27,16.3,3556.83
"ITC2","IT",2019,1.31,8.6,3556.83
"ITC3","IT",2019,1.21,17.5,3556.83
"ITC4","IT",2019,1.33,16.6,3556.83
"ITF1","IT",2019,1.17,24.4,3556.83
"ITF2","IT",2019,1.15,33.7,3556.83
"ITF3","IT",2019,1.31,48.2,3556.83
"ITF4","IT",2019,1.2,37,3556.83
"ITF5","IT",2019,1.15,33,3556.83
"ITF6","IT",2019,1.26,34.8,3556.83
"ITG1","IT",2019,1.33,45.4,3556.83
"ITG2","IT",2019,1,27.4,3556.83
"ITH1","IT",2019,1.71,10.4,3556.83
