"nuts2_code","country_code","year","fertility","poverty","family_exp"
"AL01","AL",2019,1.59,55.4,9.72
"AL02","AL",2019,1.28,49.2,9.72
"AL03","AL",2019,1.23,48.4,9.72
"BG31","BG",2017,1.85291,47.4,23.04
"BG32","BG",2017,1.71635,43,23.04
"BG33","BG",2017,1.68931,40.4,23.04
"BG34","BG",2017,2.10908,39.9,23.04
"BG41","BG",2017,1.45777,26,23.04
"BG42","BG",2017,1.79732,45,23.04
"BG31","BG",2018,1.88775,42,22.8
"BG32","BG",2018,1.75067,34.5,22.8
"BG33","BG",2018,1.73954,34.5,22.8
"BG34","BG",2018,2.10184,36.2,22.8
"BG41","BG",2018,1.46803,22.8,22.8
"BG42","BG",2018,1.83131,39.2,22.8
"BG31","BG",2019,1.90808,41.6,21.03
"BG32","BG",2019,1.77018,37.6,21.03
"BG33","BG",2019,1.83009,33.7,21.03
"BG34","BG",2019,2.15573,37.9,21.03
"BG41","BG",2019,1.53127,22.7,21.03
"BG42","BG",2019,1.87979,38.1,21.03
"CH01","CH",2017,1.52,20.4,47
"CH02","CH",2017,1.53,19.7,47
"CH03","CH",2017,1.52,17.3,47
"CH04","CH",2017,1.5,14.3,47
"CH05","CH",2017,1.54,17.9,47
"CH06","CH",2017,1.56,13.6,47
"CH07","CH",2017,1.37,34,47
"CH01","CH",2018,1.51,21.2,48.59
"CH02","CH",2018,1.53,19.1,48.59
"CH03","CH",2018,1.51,18.2,48.59
"CH04","CH",2018,1.47,11.9,48.59
"CH05","CH",2018,1.59,17.7,48.59
"CH06","CH",2018,1.59,12.5,48.59
"CH07","CH",2018,1.28,30.2,48.59
"CH01","CH",2019,1.47,26.1,55.48
"CH02","CH",2019,1.5,21.1,55.48
"CH03","CH",2019,1.5,18.8,55.48
"CH04","CH",2019,1.42,13.1,55.48
"CH05","CH",2019,1.53,17.2,55.48
"CH06","CH",2019,1.54,14.2,55.48
"CH07","CH",2019,1.26,26.7,55.48
"CZ01","CZ",2017,1.55,9.8,9.18
"CZ02","CZ",2017,1.79,11,9.18
"CZ03","CZ",2017,1.7,9.3,9.18
"CZ04","CZ",2017,1.67,16.1,9.18
"CZ05","CZ",2017,1.7,10.1,9.18
"CZ06","CZ",2017,1.73,11,9.18
"CZ07","CZ",2017,1.67,11.2,9.18
"CZ08","CZ",2017,1.6,19.7,9.18
"CZ01","CZ",2018,1.56,8.3,8.82
"CZ02","CZ",2018,1.74,9.4,8.82
"CZ03","CZ",2018,1.72,9.4,8.82
"CZ04","CZ",2018,1.66,17,8.82
"CZ05","CZ",2018,1.74,11.6,8.82
"CZ06","CZ",2018,1.76,11.3,8.82
"CZ07","CZ",2018,1.71,12.5,8.82
"CZ08","CZ",2018,1.68,16,8.82
"CZ01","CZ",2019,1.52,7.7,7.6
"CZ02","CZ",2019,1.76,9.6,7.6
"CZ03","CZ",2019,1.72,9.3,7.6
"CZ04","CZ",2019,1.71,19.7,7.6
"CZ05","CZ",2019,1.76,12.4,7.6
"CZ06","CZ",2019,1.77,11.9,7.6
"CZ07","CZ",2019,1.67,12.8,7.6
"CZ08","CZ",2019,1.66,15.1,7.6
"DK01","DK",2017,1.67,18.9,0
"DK02","DK",2017,1.83,17.9,0
"DK03","DK",2017,1.82,17.6,0
"DK04","DK",2017,1.83,16,0
"DK05","DK",2017,1.81,18.4,0
"DK01","DK",2018,1.65,19.6,0
"DK02","DK",2018,1.83,16.8,0
"DK03","DK",2018,1.78,15.7,0
"DK04","DK",2018,1.81,15.8,0
"DK05","DK",2018,1.77,19.2,0
"DK01","DK",2019,1.66,18.2,0
"DK02","DK",2019,1.76,14.3,0
"DK03","DK",2019,1.73,18.1,0
"DK04","DK",2019,1.75,17,0
"DK05","DK",2019,1.75,17.7,0
"EL30","EL",2018,1.36,27,193.91
"EL41","EL",2018,1.63,31.9,193.91
"EL42","EL",2018,1.54,31.6,193.91
"EL43","EL",2018,1.52,34.8,193.91
"EL51","EL",2018,1.32,33.5,193.91
"EL52","EL",2018,1.28,29.3,193.91
"EL53","EL",2018,1.26,36.5,193.91
"EL54","EL",2018,1.22,31.1,193.91
"EL61","EL",2018,1.32,32.9,193.91
"EL62","EL",2018,1.6,26.2,193.91
"EL63","EL",2018,1.29,41.1,193.91
"EL64","EL",2018,1.23,28.7,193.91
"EL65","EL",2018,1.35,29.2,193.91
"EL30","EL",2019,1.35,24.5,136.44
"EL41","EL",2019,1.6,30.7,136.44
"EL42","EL",2019,1.62,30.1,136.44
"EL43","EL",2019,1.54,30.5,136.44
"EL51","EL",2019,1.3,34,136.44
"EL52","EL",2019,1.27,30.6,136.44
"EL53","EL",2019,1.26,33.6,136.44
"EL54","EL",2019,1.24,26.8,136.44
"EL61","EL",2019,1.28,28.3,136.44
"EL62","EL",2019,1.55,22.3,136.44
"EL63","EL",2019,1.32,39.8,136.44
"EL64","EL",2019,1.12,28.3,136.44
"EL65","EL",2019,1.32,35.1,136.44
"ES11","ES",2017,1.11971,23,14.94
"ES12","ES",2017,1.0277,17.8,14.94
"ES13","ES",2017,1.16135,20.5,14.94
"ES21","ES",2017,1.3205,15,14.94
"ES22","ES",2017,1.4463,13.2,14.94
"ES23","ES",2017,1.33934,13.9,14.94
"ES24","ES",2017,1.32689,16.2,14.94
"ES30","ES",2017,1.31942,21.7,14.94
"ES41","ES",2017,1.14147,19.2,14.94
"ES42","ES",2017,1.30795,34.9,14.94
"ES43","ES",2017,1.28931,44.9,14.94
"ES51","ES",2017,1.36858,20.2,14.94
"ES52","ES",2017,1.29225,31.9,14.94
"ES53","ES",2017,1.24946,25.2,14.94
"ES61","ES",2017,1.35638,39,14.94
"ES62","ES",2017,1.54678,35.6,14.94
"ES63","ES",2017,1.79543,46.9,14.94
"ES64","ES",2017,2.2558,30.2,14.94
"ES70","ES",2017,1.07193,39.9,14.94
"ES11","ES",2018,1.04073,24.1,14.99
"ES12","ES",2018,1.02771,21.8,14.99
"ES13","ES",2018,1.11039,24.4,14.99
"ES21","ES",2018,1.27534,12.2,14.99
"ES22","ES",2018,1.37788,13.1,14.99
"ES23","ES",2018,1.23376,19.1,14.99
"ES24","ES",2018,1.28449,17.8,14.99
"ES30","ES",2018,1.26087,20.9,14.99
"ES41","ES",2018,1.14267,19.8,14.99
"ES42","ES",2018,1.26129,33.4,14.99
"ES43","ES",2018,1.21358,43.7,14.99
"ES51","ES",2018,1.30934,18.9,14.99
"ES52","ES",2018,1.23939,30.7,14.99
"ES53","ES",2018,1.24665,17.3,14.99
"ES61","ES",2018,1.31519,41.7,14.99
"ES62","ES",2018,1.52629,33.2,14.99
"ES63","ES",2018,1.68002,48.9,14.99
"ES64","ES",2018,2.26992,23.5,14.99
"ES70","ES",2018,1.00946,39.2,14.99
"ES11","ES",2019,1.01814,24.2,16.02
"ES12","ES",2019,0.95664,25,16.02
"ES13","ES",2019,1.06379,19.8,16.02
"ES21","ES",2019,1.24932,15,16.02
"ES22","ES",2019,1.38361,12.4,16.02
"ES23","ES",2019,1.30172,15.8,16.02
"ES24","ES",2019,1.25335,20.5,16.02
"ES30","ES",2019,1.21957,20.2,16.02
"ES41","ES",2019,1.12497,16.8,16.02
"ES42","ES",2019,1.24287,31,16.02
"ES43","ES",2019,1.2167,36.9,16.02
"ES51","ES",2019,1.26909,18.8,16.02
"ES52","ES",2019,1.23134,28.2,16.02
"ES53","ES",2019,1.17358,16.5,16.02
"ES61","ES",2019,1.30586,39.3,16.02
"ES62","ES",2019,1.49064,33.4,16.02
"ES63","ES",2019,1.48046,49,16.02
"ES64","ES",2019,2.0991,39.7,16.02
"ES70","ES",2019,0.96995,38.3,16.02
"FI1B","FI",2017,1.38,12,0
"FI1C","FI",2017,1.47,16.1,0
"FI1D","FI",2017,1.63,17.9,0
"FI1B","FI",2018,1.33,11.1,0
"FI1C","FI",2018,1.36,17.1,0
"FI1D","FI",2018,1.53,20.3,0
"FI1B","FI",2019,1.28,9.4,0
"FI1C","FI",2019,1.3,14.7,0
"FI1D","FI",2019,1.44,17.8,0
"HR03","HR",2017,1.39,21.6,42.24
"HR04","HR",2017,1.43,24.8,42.24
"HR03","HR",2018,1.43,21.2,40.39
"HR04","HR",2018,1.49,22.6,40.39
"HR03","HR",2019,1.42,19.4,42.66
"HR04","HR",2019,1.49,21.6,42.66
"HU21","HU",2017,1.55,20.1,2.32
"HU22","HU",2017,1.46,19.9,2.32
"HU23","HU",2017,1.55,30.4,2.32
"HU31","HU",2017,1.82,36.4,2.32
"HU32","HU",2017,1.7,28.4,2.32
"HU33","HU",2017,1.56,26.4,2.32
"HU11","HU",2018,1.21,16.5,2.17
"HU12","HU",2018,1.6,14.3,2.17
"HU21","HU",2018,1.52,15.2,2.17
"HU22","HU",2018,1.47,12.4,2.17
"HU23","HU",2018,1.57,26.7,2.17
"HU31","HU",2018,1.84,31.3,2.17
"HU32","HU",2018,1.69,27.1,2.17
"HU33","HU",2018,1.55,22.2,2.17
"HU11","HU",2019,1.19,17.1,2.14
"HU12","HU",2019,1.63,20.2,2.14
"HU21","HU",2019,1.55,12.1,2.14
"HU22","HU",2019,1.48,17,2.14
"HU23","HU",2019,1.58,25,2.14
"HU31","HU",2019,1.83,26.7,2.14
"HU32","HU",2019,1.73,26,2.14
"HU33","HU",2019,1.55,16.5,2.14
"IE04","IE",2017,1.88,25.9,229.24
"IE05","IE",2017,1.84,24,229.24
"IE06","IE",2017,1.7,20.2,229.24
"IE04","IE",2018,1.89,25.2,225.71
"IE05","IE",2018,1.85,22.6,225.71
"IE06","IE",2018,1.66,17.9,225.71
"IE04","IE",2019,1.87,26.4,223.09
"IE05","IE",2019,1.76,21,223.09
"IE06","IE",2019,1.64,17.4,223.09
"ITC1","IT",2017,1.34908,18.4,133.56
"ITC2","IT",2017,1.35592,17.2,133.56
"ITC3","IT",2017,1.29024,19,133.56
"ITC4","IT",2017,1.40535,16.9,133.56
"ITF1","IT",2017,1.25286,28.2,133.56
"ITF2","IT",2017,1.20144,35,133.56
"ITF3","IT",2017,1.36197,43,133.56
"ITF4","IT",2017,1.25093,36.7,133.56
"ITF5","IT",2017,1.20013,31.9,133.56
"ITF6","IT",2017,1.30506,43.9,133.56
"ITG1","IT",2017,1.37181,48.9,133.56
"ITG2","IT",2017,1.07838,37.2,133.56
"ITH1","IT",2017,1.74689,6.3,133.56
"ITH2","IT",2017,1.4863,17.1,133.56
"ITH3","IT",2017,1.36698,13,133.56
"ITH4","IT",2017,1.31574,13.1,133.56
"ITH5","IT",2017,1.36091,15,133.56
"ITI1","IT",2017,1.29473,17.4,133.56
"ITI2","IT",2017,1.25818,16.1,133.56
"ITI3","IT",2017,1.26097,20.9,133.56
"ITI4","IT",2017,1.30127,26.7,133.56
"ITC1","IT",2018,1.29684,18.4,127.65
"ITC2","IT",2018,1.38873,13.1,127.65
"ITC3","IT",2018,1.24387,18.1,127.65
"ITC4","IT",2018,1.36258,14.9,127.65
"ITF1","IT",2018,1.2048,25.8,127.65
"ITF2","IT",2018,1.10607,25,127.65
"ITF3","IT",2018,1.32915,48.9,127.65
"ITF4","IT",2018,1.23363,35.8,127.65
"ITF5","IT",2018,1.1411,35.2,127.65
"ITF6","IT",2018,1.2891,40.7,127.65
"ITG1","IT",2018,1.37221,49.5,127.65
"ITG2","IT",2018,1.03521,33.6,127.65
"ITH1","IT",2018,1.72907,12.7,127.65
"ITH2","IT",2018,1.4505,18.8,127.65
"ITH3","IT",2018,1.34451,13.2,127.65
"ITH4","IT",2018,1.28507,12.2,127.65
"ITH5","IT",2018,1.348,14,127.65
"ITI1","IT",2018,1.2608,17.9,127.65
"ITI2","IT",2018,1.22402,17,127.65
"ITI3","IT",2018,1.22736,16.1,127.65
"ITI4","IT",2018,1.25317,25.7,127.65
"ITC1","IT",2019,1.27,16.3,128.3
"ITC2","IT",2019,1.31,8.6,128.3
"ITC3","IT",2019,1.21,17.5,128.3
"ITC4","IT",2019,1.33,16.6,128.3
"ITF1","IT",2019,1.17,24.4,128.3
"ITF2","IT",2019,1.15,33.7,128.3
"ITF3","IT",2019,1.31,48.2,128.3
"ITF4","IT",2019,1.2,37,128.3
"ITF5","IT",2019,1.15,33,128.3
"ITF6","IT",2019,1.26,34.8,128.3
"ITG1","IT",2019,1.33,45.4,128.3
"ITG2","IT",2019,1,27.4,128.3
"ITH1","IT",2019,1.71,10.4,128.3
"ITH2","IT",2019,1.42,11.4,128.3
"ITH3","IT",2019,1.29,10.3,128.3
"ITH4","IT",2019,1.25,13.5,128.3
"ITH5","IT",2019,1.3,14,128.3
"ITI1","IT",2019,1.21,18.4,128.3
"ITI2","IT",2019,1.2,12.3,128.3
"ITI3","IT",2019,1.19,18.5,128.3
"ITI4","IT",2019,1.18,24.1,128.3
"LT01","LT",2017,1.49406,23.1,8.6
"LT02","LT",2017,1.59857,32.4,8.6
"LT01","LT",2018,1.48992,22.2,1.09
"LT02","LT",2018,1.54059,31.1,1.09
"LT01","LT",2019,1.35689,20.2,0.84
"LT02","LT",2019,1.46291,27.6,0.84
"NL11","NL",2017,1.45,21.8,101.79
"NL12","NL",2017,1.77,17.7,101.79
"NL13","NL",2017,1.77,16.8,101.79
"NL21","NL",2017,1.72,16.4,101.79
"NL22","NL",2017,1.7,15.2,101.79
"NL23","NL",2017,1.72,17.4,101.79
"NL31","NL",2017,1.68,14.9,101.79
"NL32","NL",2017,1.52,16.7,101.79
"NL33","NL",2017,1.64,19.3,101.79
"NL34","NL",2017,1.76,12.7,101.79
"NL41","NL",2017,1.61,14.1,101.79
"NL42","NL",2017,1.48,15.8,101.79
"NL11","NL",2018,1.39,22.1,99.73
"NL12","NL",2018,1.71,16.3,99.73
"NL13","NL",2018,1.68,14.8,99.73
"NL21","NL",2018,1.69,15.7,99.73
"NL22","NL",2018,1.66,15.2,99.73
"NL23","NL",2018,1.78,15.6,99.73
"NL31","NL",2018,1.63,13.5,99.73
"NL32","NL",2018,1.49,17.2,99.73
"NL33","NL",2018,1.61,19.6,99.73
"NL34","NL",2018,1.72,14,99.73
"NL41","NL",2018,1.58,13.4,99.73
"NL42","NL",2018,1.45,16.9,99.73
"NL11","NL",2019,1.41,23.9,104.37
"NL12","NL",2019,1.75,16.5,104.37
"NL13","NL",2019,1.73,14.7,104.37
"NL21","NL",2019,1.68,15.6,104.37
"NL22","NL",2019,1.65,14.6,104.37
"NL23","NL",2019,1.77,16.2,104.37
"NL31","NL",2019,1.62,15.1,104.37
"NL32","NL",2019,1.46,17,104.37
"NL33","NL",2019,1.6,19.4,104.37
"NL34","NL",2019,1.73,14.8,104.37
"NL41","NL",2019,1.55,13.8,104.37
"NL42","NL",2019,1.43,15.5,104.37
"NO01","NO",2017,1.54,15.6,112.4
"NO02","NO",2017,1.57,14.9,112.4
"NO03","NO",2017,1.6,12.7,112.4
"NO04","NO",2017,1.77,14.6,112.4
"NO05","NO",2017,1.7,17.2,112.4
"NO06","NO",2017,1.63,17.1,112.4
"NO07","NO",2017,1.59,17.1,112.4
"NO01","NO",2018,1.5,16.4,110.49
"NO02","NO",2018,1.51,15.1,110.49
"NO03","NO",2018,1.56,13.6,110.49
"NO04","NO",2018,1.68,17.5,110.49
"NO05","NO",2018,1.64,14.7,110.49
"NO06","NO",2018,1.53,15,110.49
"NO07","NO",2018,1.54,16.8,110.49
"NO01","NO",2019,1.47,16.2,108.81
"NO02","NO",2019,1.48,19.7,108.81
"NO03","NO",2019,1.53,14.5,108.81
"NO04","NO",2019,1.64,17.4,108.81
"NO05","NO",2019,1.6,13.2,108.81
"NO06","NO",2019,1.52,14.4,108.81
"NO07","NO",2019,1.49,16.2,108.81
"PL21","PL",2019,1.51,18.1,33.48
"PL22","PL",2019,1.38,13,33.48
"PL41","PL",2019,1.55,17.3,33.48
"PL42","PL",2019,1.32,16.5,33.48
"PL43","PL",2019,1.35,14.8,33.48
"PL51","PL",2019,1.38,14.1,33.48
"PL52","PL",2019,1.33,17.8,33.48
"PL61","PL",2019,1.39,22.2,33.48
"PL62","PL",2019,1.35,23.7,33.48
"PL63","PL",2019,1.62,15,33.48
"PL71","PL",2019,1.36,17.1,33.48
"PL72","PL",2019,1.26,20.3,33.48
"PL81","PL",2019,1.34,28.5,33.48
"PL82","PL",2019,1.38,22.1,33.48
"PL84","PL",2019,1.42,20.5,33.48
"PL91","PL",2019,1.6,12.9,33.48
"PL92","PL",2019,1.51,21.1,33.48
"PT11","PT",2018,1.27667,23,80.22
"PT15","PT",2018,1.64886,23.2,80.22
"PT16","PT",2018,1.34243,22.8,80.22
"PT17","PT",2018,1.62063,16.5,80.22
"PT18","PT",2018,1.50266,21.1,80.22
"PT20","PT",2018,1.39402,36.5,80.22
"PT30","PT",2018,1.30193,31.9,80.22
"PT11","PT",2019,1.28793,22.3,86.19
"PT15","PT",2019,1.67784,22.7,86.19
"PT16","PT",2019,1.36295,20.5,86.19
"PT17","PT",2019,1.62614,17.5,86.19
"PT18","PT",2019,1.54728,21.6,86.19
"PT20","PT",2019,1.35461,36.7,86.19
"PT30","PT",2019,1.3177,32,86.19
"RO11","RO",2017,1.7,35.6,5.88
"RO12","RO",2017,1.88,29.7,5.88
"RO21","RO",2017,2.16,49.6,5.88
"RO22","RO",2017,1.89,52.4,5.88
"RO31","RO",2017,1.74,50.2,5.88
"RO32","RO",2017,1.52,31.8,5.88
"RO41","RO",2017,1.63,52.5,5.88
"RO42","RO",2017,1.58,31.8,5.88
"RO11","RO",2018,1.69,28.8,5.02
"RO12","RO",2018,1.84,27.6,5.02
"RO21","RO",2018,2.09,49.9,5.02
"RO22","RO",2018,1.84,50.3,5.02
"RO31","RO",2018,1.74,45.6,5.02
"RO32","RO",2018,1.53,28.2,5.02
"RO41","RO",2018,1.66,47.4,5.02
"RO42","RO",2018,1.6,24.2,5.02
"RO11","RO",2019,1.69,23.4,4.23
"RO12","RO",2019,1.85,28.2,4.23
"RO21","RO",2019,2.14,49.2,4.23
"RO22","RO",2019,1.84,49.5,4.23
"RO31","RO",2019,1.76,43.1,4.23
"RO32","RO",2019,1.55,21.7,4.23
"RO41","RO",2019,1.64,42.2,4.23
"RO42","RO",2019,1.58,24,4.23
"SE11","SE",2017,1.71,14.1,0
"SE12","SE",2017,1.8,16.7,0
"SE21","SE",2017,1.91,14,0
"SE22","SE",2017,1.78,21.9,0
"SE23","SE",2017,1.76,18.2,0
"SE31","SE",2017,1.89,20.3,0
"SE32","SE",2017,1.9,16.7,0
"SE33","SE",2017,1.73,15.3,0
"SE11","SE",2018,1.66,13.6,0
"SE12","SE",2018,1.76,16.5,0
"SE21","SE",2018,1.88,16.9,0
"SE22","SE",2018,1.76,26.2,0
"SE23","SE",2018,1.74,16.6,0
"SE31","SE",2018,1.89,19.5,0
"SE32","SE",2018,1.9,18.4,0
"SE33","SE",2018,1.69,17.4,0
"SE11","SE",2019,1.61,14.5,0
"SE12","SE",2019,1.72,18.4,0
"SE21","SE",2019,1.83,16.3,0
"SE22","SE",2019,1.72,24.7,0
"SE23","SE",2019,1.71,18.7,0
"SE31","SE",2019,1.78,18.2,0
"SE32","SE",2019,1.82,23.6,0
"SE33","SE",2019,1.7,16.3,0
"SI03","SI",2018,1.64,17.3,110.05
"SI04","SI",2018,1.58,13.3,110.05
"SI03","SI",2019,1.68,16.3,108.79
"SI04","SI",2019,1.55,10.8,108.79
"SK01","SK",2017,1.66,9.9,3.04
"SK02","SK",2017,1.34,12.9,3.04
"SK03","SK",2017,1.45,17.5,3.04
"SK04","SK",2017,1.65,20.1,3.04
"SK01","SK",2018,1.7,7.3,2.62
"SK02","SK",2018,1.35,10.7,2.62
"SK03","SK",2018,1.48,18.6,2.62
"SK04","SK",2018,1.66,20.6,2.62
"SK01","SK",2019,1.65,6.8,2.65
"SK02","SK",2019,1.4,10.2,2.65
"SK03","SK",2019,1.49,19.3,2.65
"SK04","SK",2019,1.69,19.7,2.65
"AL01","AL",2019,1.59,55.4,10.59
"AL02","AL",2019,1.28,49.2,10.59
"AL03","AL",2019,1.23,48.4,10.59
"BG31","BG",2017,1.85291,47.4,25.32
"BG32","BG",2017,1.71635,43,25.32
"BG33","BG",2017,1.68931,40.4,25.32
"BG34","BG",2017,2.10908,39.9,25.32
"BG41","BG",2017,1.45777,26,25.32
"BG42","BG",2017,1.79732,45,25.32
"BG31","BG",2018,1.88775,42,25.06
"BG32","BG",2018,1.75067,34.5,25.06
"BG33","BG",2018,1.73954,34.5,25.06
"BG34","BG",2018,2.10184,36.2,25.06
"BG41","BG",2018,1.46803,22.8,25.06
"BG42","BG",2018,1.83131,39.2,25.06
"BG31","BG",2019,1.90808,41.6,23.11
"BG32","BG",2019,1.77018,37.6,23.11
"BG33","BG",2019,1.83009,33.7,23.11
"BG34","BG",2019,2.15573,37.9,23.11
"BG41","BG",2019,1.53127,22.7,23.11
"BG42","BG",2019,1.87979,38.1,23.11
"CH01","CH",2017,1.52,20.4,59.21
"CH02","CH",2017,1.53,19.7,59.21
"CH03","CH",2017,1.52,17.3,59.21
"CH04","CH",2017,1.5,14.3,59.21
"CH05","CH",2017,1.54,17.9,59.21
"CH06","CH",2017,1.56,13.6,59.21
"CH07","CH",2017,1.37,34,59.21
"CH01","CH",2018,1.51,21.2,61.21
"CH02","CH",2018,1.53,19.1,61.21
"CH03","CH",2018,1.51,18.2,61.21
"CH04","CH",2018,1.47,11.9,61.21
"CH05","CH",2018,1.59,17.7,61.21
"CH06","CH",2018,1.59,12.5,61.21
"CH07","CH",2018,1.28,30.2,61.21
"CH01","CH",2019,1.47,26.1,69.89
"CH02","CH",2019,1.5,21.1,69.89
"CH03","CH",2019,1.5,18.8,69.89
"CH04","CH",2019,1.42,13.1,69.89
"CH05","CH",2019,1.53,17.2,69.89
"CH06","CH",2019,1.54,14.2,69.89
"CH07","CH",2019,1.26,26.7,69.89
"CZ01","CZ",2017,1.55,9.8,9.03
"CZ02","CZ",2017,1.79,11,9.03
"CZ03","CZ",2017,1.7,9.3,9.03
"CZ04","CZ",2017,1.67,16.1,9.03
"CZ05","CZ",2017,1.7,10.1,9.03
"CZ06","CZ",2017,1.73,11,9.03
"CZ07","CZ",2017,1.67,11.2,9.03
"CZ08","CZ",2017,1.6,19.7,9.03
"CZ01","CZ",2018,1.56,8.3,8.68
"CZ02","CZ",2018,1.74,9.4,8.68
"CZ03","CZ",2018,1.72,9.4,8.68
"CZ04","CZ",2018,1.66,17,8.68
"CZ05","CZ",2018,1.74,11.6,8.68
"CZ06","CZ",2018,1.76,11.3,8.68
"CZ07","CZ",2018,1.71,12.5,8.68
"CZ08","CZ",2018,1.68,16,8.68
"CZ01","CZ",2019,1.52,7.7,7.47
"CZ02","CZ",2019,1.76,9.6,7.47
"CZ03","CZ",2019,1.72,9.3,7.47
"CZ04","CZ",2019,1.71,19.7,7.47
"CZ05","CZ",2019,1.76,12.4,7.47
"CZ06","CZ",2019,1.77,11.9,7.47
"CZ07","CZ",2019,1.67,12.8,7.47
"CZ08","CZ",2019,1.66,15.1,7.47
"DK01","DK",2017,1.67,18.9,0
"DK02","DK",2017,1.83,17.9,0
"DK03","DK",2017,1.82,17.6,0
"DK04","DK",2017,1.83,16,0
"DK05","DK",2017,1.81,18.4,0
"DK01","DK",2018,1.65,19.6,0
"DK02","DK",2018,1.83,16.8,0
"DK03","DK",2018,1.78,15.7,0
"DK04","DK",2018,1.81,15.8,0
"DK05","DK",2018,1.77,19.2,0
"DK01","DK",2019,1.66,18.2,0
"DK02","DK",2019,1.76,14.3,0
"DK03","DK",2019,1.73,18.1,0
"DK04","DK",2019,1.75,17,0
"DK05","DK",2019,1.75,17.7,0
"EL30","EL",2018,1.36,27,187.68
"EL41","EL",2018,1.63,31.9,187.68
"EL42","EL",2018,1.54,31.6,187.68
"EL43","EL",2018,1.52,34.8,187.68
"EL51","EL",2018,1.32,33.5,187.68
"EL52","EL",2018,1.28,29.3,187.68
"EL53","EL",2018,1.26,36.5,187.68
"EL54","EL",2018,1.22,31.1,187.68
"EL61","EL",2018,1.32,32.9,187.68
"EL62","EL",2018,1.6,26.2,187.68
"EL63","EL",2018,1.29,41.1,187.68
"EL64","EL",2018,1.23,28.7,187.68
"EL65","EL",2018,1.35,29.2,187.68
"EL30","EL",2019,1.35,24.5,132.05
"EL41","EL",2019,1.6,30.7,132.05
"EL42","EL",2019,1.62,30.1,132.05
"EL43","EL",2019,1.54,30.5,132.05
"EL51","EL",2019,1.3,34,132.05
"EL52","EL",2019,1.27,30.6,132.05
"EL53","EL",2019,1.26,33.6,132.05
"EL54","EL",2019,1.24,26.8,132.05
"EL61","EL",2019,1.28,28.3,132.05
"EL62","EL",2019,1.55,22.3,132.05
"EL63","EL",2019,1.32,39.8,132.05
"EL64","EL",2019,1.12,28.3,132.05
"EL65","EL",2019,1.32,35.1,132.05
"ES11","ES",2017,1.11971,23,15.59
"ES12","ES",2017,1.0277,17.8,15.59
"ES13","ES",2017,1.16135,20.5,15.59
"ES21","ES",2017,1.3205,15,15.59
"ES22","ES",2017,1.4463,13.2,15.59
"ES23","ES",2017,1.33934,13.9,15.59
"ES24","ES",2017,1.32689,16.2,15.59
"ES30","ES",2017,1.31942,21.7,15.59
"ES41","ES",2017,1.14147,19.2,15.59
"ES42","ES",2017,1.30795,34.9,15.59
"ES43","ES",2017,1.28931,44.9,15.59
"ES51","ES",2017,1.36858,20.2,15.59
"ES52","ES",2017,1.29225,31.9,15.59
"ES53","ES",2017,1.24946,25.2,15.59
"ES61","ES",2017,1.35638,39,15.59
"ES62","ES",2017,1.54678,35.6,15.59
"ES63","ES",2017,1.79543,46.9,15.59
"ES64","ES",2017,2.2558,30.2,15.59
"ES70","ES",2017,1.07193,39.9,15.59
"ES11","ES",2018,1.04073,24.1,15.64
"ES12","ES",2018,1.02771,21.8,15.64
"ES13","ES",2018,1.11039,24.4,15.64
"ES21","ES",2018,1.27534,12.2,15.64
"ES22","ES",2018,1.37788,13.1,15.64
"ES23","ES",2018,1.23376,19.1,15.64
"ES24","ES",2018,1.28449,17.8,15.64
"ES30","ES",2018,1.26087,20.9,15.64
"ES41","ES",2018,1.14267,19.8,15.64
"ES42","ES",2018,1.26129,33.4,15.64
"ES43","ES",2018,1.21358,43.7,15.64
"ES51","ES",2018,1.30934,18.9,15.64
"ES52","ES",2018,1.23939,30.7,15.64
"ES53","ES",2018,1.24665,17.3,15.64
"ES61","ES",2018,1.31519,41.7,15.64
"ES62","ES",2018,1.52629,33.2,15.64
"ES63","ES",2018,1.68002,48.9,15.64
"ES64","ES",2018,2.26992,23.5,15.64
"ES70","ES",2018,1.00946,39.2,15.64
"ES11","ES",2019,1.01814,24.2,16.72
"ES12","ES",2019,0.95664,25,16.72
"ES13","ES",2019,1.06379,19.8,16.72
"ES21","ES",2019,1.24932,15,16.72
"ES22","ES",2019,1.38361,12.4,16.72
"ES23","ES",2019,1.30172,15.8,16.72
"ES24","ES",2019,1.25335,20.5,16.72
"ES30","ES",2019,1.21957,20.2,16.72
"ES41","ES",2019,1.12497,16.8,16.72
"ES42","ES",2019,1.24287,31,16.72
"ES43","ES",2019,1.2167,36.9,16.72
"ES51","ES",2019,1.26909,18.8,16.72
"ES52","ES",2019,1.23134,28.2,16.72
"ES53","ES",2019,1.17358,16.5,16.72
"ES61","ES",2019,1.30586,39.3,16.72
"ES62","ES",2019,1.49064,33.4,16.72
"ES63","ES",2019,1.48046,49,16.72
"ES64","ES",2019,2.0991,39.7,16.72
"ES70","ES",2019,0.96995,38.3,16.72
"FI1B","FI",2017,1.38,12,0
"FI1C","FI",2017,1.47,16.1,0
"FI1D","FI",2017,1.63,17.9,0
"FI1B","FI",2018,1.33,11.1,0
"FI1C","FI",2018,1.36,17.1,0
"FI1D","FI",2018,1.53,20.3,0
"FI1B","FI",2019,1.28,9.4,0
"FI1C","FI",2019,1.3,14.7,0
