"nuts2_code,""year"",""fertility"",""density"",""GWP"",""NO2+Mean(pollutant_av)"",""O3+Mean(pollutant_av)"",""PM2.5+Mean(pollutant_av)"""
"PL22,2017,1.45,370.7,""39,74051362"",20.5,4318.7,28.5"
"PL22,2017,1.45,370.7,""5117,401028"",20.5,4318.7,28.5"
"PL22,2017,1.45,370.7,""6306,833904"",20.5,4318.7,28.5"
"PL22,2017,1.45,370.7,""698,2368379"",20.5,4318.7,28.5"
"PL22,2018,1.41,369.9,""1526,7313"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""19122,02315"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""30579,58405"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""39,70833302"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""5267,703327"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""6036,662175"",21,5721.2,28.4"
"PL22,2018,1.41,369.9,""733,5225637"",21,5721.2,28.4"
"PL22,2019,1.38,368.8,""1551,584883"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""18688,07106"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""26388,90229"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""38,00472378"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""5352,296635"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""5372,632993"",19.2,4849.5,23"
"PL22,2019,1.38,368.8,""761,1905804"",19.2,4849.5,23"
"PL41,2017,1.6,117.4,""100,1415125"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""12807,63783"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""3695,580176"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""5352,702256"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""5608,65742"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""6611,592836"",14.2,2733.8,21.1"
"PL41,2017,1.6,117.4,""821,4017391"",14.2,2733.8,21.1"
"PL41,2018,1.57,117.6,""100,0604211"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""3891,643791"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""5310,157485"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""5771,298456"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""6466,647022"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""921,8920063"",15.1,5481.9,21.1"
"PL41,2018,1.57,117.6,""9995,493499"",15.1,5481.9,21.1"
"PL41,2019,1.55,117.9,""3822,412343"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""4770,611019"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""5856,248789"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""6562,996856"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""8523,269981"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""95,76752225"",13.5,4400.6,17"
"PL41,2019,1.55,117.9,""953,9337201"",13.5,4400.6,17"
"PL42,2017,1.41,76.9,""2595,459922"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""3068,763632"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""3238,54109"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""342,9710273"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""3488,149667"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""76,59787979"",12,1776.2,15.3"
"PL42,2017,1.41,76.9,""7982,018594"",12,1776.2,15.3"
"PL42,2018,1.36,76.8,""2568,746194"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""3157,974895"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""3409,286376"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""3414,058292"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""368,8227753"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""76,53585327"",12.7,4314.2,16.5"
"PL42,2018,1.36,76.8,""8075,645057"",12.7,4314.2,16.5"
"PL42,2019,1.32,76.6,""2302,877192"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""3205,505188"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""3426,952494"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""3459,361915"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""382,5507348"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""7040,973483"",11.2,3877.1,13"
"PL42,2019,1.32,76.6,""73,25223048"",11.2,3877.1,13"
"PL43,2017,1.46,72.8,""1378,199152"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""1455,582559"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""1569,341531"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""172,9314236"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""2238,024712"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""2456,139057"",13.1,2698.3,17.4"
"PL43,2017,1.46,72.8,""46,22941681"",13.1,2698.3,17.4"
"PL43,2018,1.38,72.7,""1432,14725"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""1573,160385"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""1662,619596"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""1702,409919"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""187,0003662"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""2528,268398"",13.6,5756.7,18"
"PL43,2018,1.38,72.7,""46,1919817"",13.6,5756.7,18"
"PL43,2019,1.35,72.6,""1412,743944"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""1455,754585"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""1548,506269"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""1566,644517"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""194,4180035"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""2566,518116"",11.7,4970,14.4"
"PL43,2019,1.35,72.6,""44,21020405"",11.7,4970,14.4"
"PL51,2017,1.39,144.9,""10435,38433"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""1811,141548"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""2326,717983"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""4099,59256"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""4356,549182"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""4650,191616"",15.4,3744.5,19.7"
"PL51,2017,1.39,144.9,""66,29170355"",15.4,3744.5,19.7"
"PL51,2018,1.39,144.9,""10483,98373"",15.7,6719,20"
"PL51,2018,1.39,144.9,""1710,563676"",15.7,6719,20"
"PL51,2018,1.39,144.9,""2408,413939"",15.7,6719,20"
"PL51,2018,1.39,144.9,""4202,663057"",15.7,6719,20"
"PL51,2018,1.39,144.9,""4268,255426"",15.7,6719,20"
"PL51,2018,1.39,144.9,""4784,461153"",15.7,6719,20"
"PL51,2018,1.39,144.9,""66,23802264"",15.7,6719,20"
"PL51,2019,1.38,144.9,""1750,957063"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""2364,926677"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""3834,630029"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""4134,418611"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""4854,530641"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""63,39620836"",13.8,5103.9,16.3"
"PL51,2019,1.38,144.9,""9252,989259"",13.8,5103.9,16.3"
"PL52,2017,1.36,102,""1143,217354"",13.9,3699,21.9"
"PL52,2017,1.36,102,""1608,285256"",13.9,3699,21.9"
"PL52,2017,1.36,102,""188,9935059"",13.9,3699,21.9"
"PL52,2017,1.36,102,""2061,819812"",13.9,3699,21.9"
"PL52,2017,1.36,102,""30,55749476"",13.9,3699,21.9"
"PL52,2017,1.36,102,""7193,760604"",13.9,3699,21.9"
"PL52,2017,1.36,102,""8831,175499"",13.9,3699,21.9"
"PL52,2018,1.32,101.7,""1087,599454"",14.7,6417,22"
"PL52,2018,1.32,101.7,""1537,256489"",14.7,6417,22"
"PL52,2018,1.32,101.7,""200,1477633"",14.7,6417,22"
"PL52,2018,1.32,101.7,""2121,427958"",14.7,6417,22"
"PL52,2018,1.32,101.7,""30,53275028"",14.7,6417,22"
"PL52,2018,1.32,101.7,""7197,095611"",14.7,6417,22"
"PL52,2018,1.32,101.7,""9191,993548"",14.7,6417,22"
"PL52,2019,1.33,101.4,""1111,441711"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""13337,73251"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""1388,699632"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""207,285952"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""2154,051385"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""29,22280167"",13.3,5201.2,17.8"
"PL52,2019,1.33,101.4,""9035,583765"",13.3,5201.2,17.8"
"PL61,2017,1.43,117.2,""3250,646358"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""3518,461522"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""355,0878387"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""4065,973087"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""5416,873803"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""55,234183"",12.5,1855.2,20.2"
"PL61,2017,1.43,117.2,""6915,773258"",12.5,1855.2,20.2"
"PL61,2018,1.39,117.1,""3220,195929"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""3620,19904"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""377,5262996"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""3982,805212"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""4658,458462"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""55,18945612"",14.3,4512.1,21.3"
"PL61,2018,1.39,117.1,""7044,823601"",14.3,4512.1,21.3"
"PL61,2019,1.39,116.8,""2887,833231"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""3674,578321"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""392,0035978"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""4037,070328"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""4422,688341"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""52,82165923"",12.3,3699.9,16.1"
"PL61,2019,1.39,116.8,""7090,710266"",12.3,3699.9,16.1"
"PL62,2017,1.45,61.4,""1122,379435"",9.9,1809.2,17.2"
"PL62,2017,1.45,61.4,""145,7216934"",9.9,1809.2,17.2"
"PL62,2017,1.45,61.4,""1799,409396"",9.9,1809.2,17.2"
"PL62,2017,1.45,61.4,""2352,797448"",9.9,1809.2,17.2"
"PL62,2017,1.45,61.4,""2923,89174"",9.9,1809.2,17.2"
"PL62,2017,1.45,61.4,""68,55931"",9.9,1809.2,17.2"
"PL62,2018,1.39,61.3,""1115,284556"",11.6,3950.6,19.3"
"PL62,2018,1.39,61.3,""155,9464846"",11.6,3950.6,19.3"
"PL62,2018,1.39,61.3,""1737,634031"",11.6,3950.6,19.3"
"PL62,2018,1.39,61.3,""2328,563803"",11.6,3950.6,19.3"
"PL62,2018,1.39,61.3,""3008,709936"",11.6,3950.6,19.3"
"PL62,2018,1.39,61.3,""68,50379285"",11.6,3950.6,19.3"
"PL62,2019,1.35,61.1,""1097,6646"",9.7,3671.9,13.6"
"PL62,2019,1.35,61.1,""162,0578218"",9.7,3671.9,13.6"
"PL62,2019,1.35,61.1,""1765,064456"",9.7,3671.9,13.6"
"PL62,2019,1.35,61.1,""2083,238814"",9.7,3671.9,13.6"
"PL62,2019,1.35,61.1,""3053,561888"",9.7,3671.9,13.6"
"PL62,2019,1.35,61.1,""65,56477009"",9.7,3671.9,13.6"
"PL63,2017,1.66,129.5,""1860,038886"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""1962,621728"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""2962,429233"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""3103,870713"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""3418,780125"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""364,4458335"",11.7,1630.1,14.8"
"PL63,2017,1.66,129.5,""56,51938727"",11.7,1630.1,14.8"
"PL63,2018,1.62,130,""1792,947179"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""2027,698483"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""2909,405928"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""3193,979294"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""3431,966982"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""388,2969063"",13.6,3445.8,16.7"
"PL63,2018,1.62,130,""56,47361967"",13.6,3445.8,16.7"
"PL63,2019,1.62,130.6,""1825,308027"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""1839,303027"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""2977,659338"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""3063,569612"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""3242,90472"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""402,7742591"",11.5,3137.3,13.1"
"PL63,2019,1.62,130.6,""54,05072822"",11.5,3137.3,13.1"
"PL71,2017,1.42,136.2,""1855,12016"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""27776,42648"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""3816,786561"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""4585,103506"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""4976,87131"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""553,7212689"",15.6,3322.6,24.1"
"PL71,2017,1.42,136.2,""62,32375229"",15.6,3322.6,24.1"
"PL71,2018,1.41,135.7,""1748,124784"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""27858,4489"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""3690,625425"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""4718,520354"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""5158,177133"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""587,1582863"",16.2,5456.8,23.3"
"PL71,2018,1.41,135.7,""62,2732845"",16.2,5456.8,23.3"
"PL71,2019,1.36,135.2,""1792,302917"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""23857,72885"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""3299,437493"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""4793,710448"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""4985,17588"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""59,60156965"",14.5,4750.7,19.3"
"PL71,2019,1.36,135.2,""607,4799812"",14.5,4750.7,19.3"
"PL72,2017,1.29,106.1,""122,0510491"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""2146,74092"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""2271,79026"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""36,46273626"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""5909,309562"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""8151,069422"",13.9,3755.4,20.8"
"PL72,2017,1.29,106.1,""992,5501692"",13.9,3755.4,20.8"
"PL72,2018,1.29,105.6,""126,7273462"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""2080,46077"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""2338,349273"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""36,4332099"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""6469,391767"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""8204,155987"",13.2,5272.7,20.5"
"PL72,2018,1.29,105.6,""946,1475636"",13.2,5272.7,20.5"
"PL72,2019,1.26,105.1,""131,6099616"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""1871,234609"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""2374,634254"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""34,87011348"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""6376,932954"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""7088,124017"",12.9,4960.7,17.4"
"PL72,2019,1.26,105.1,""963,9218498"",12.9,4960.7,17.4"
"PL81,2017,1.39,84.6,""10279,98135"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""1553,687052"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""2166,433186"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""285,9261416"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""3603,843817"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""4275,478935"",11.9,3401,19.8"
"PL81,2017,1.39,84.6,""69,36065757"",11.9,3401,19.8"
"PL81,2018,1.36,84.3,""10259,31869"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""1505,544944"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""1938,161586"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""299,7844411"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""3521,191306"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""4397,874263"",12.6,4756.8,19.4"
"PL81,2018,1.36,84.3,""69,30449152"",12.6,4756.8,19.4"
"PL81,2019,1.34,84,""10243,0392"",12,4344.7,16.5"
"PL81,2019,1.34,84,""1534,32013"",12,4344.7,16.5"
"PL81,2019,1.34,84,""1882,025857"",12,4344.7,16.5"
"PL81,2019,1.34,84,""311,4799438"",12,4344.7,16.5"
"PL81,2019,1.34,84,""3153,021164"",12,4344.7,16.5"
"PL81,2019,1.34,84,""4465,171715"",12,4344.7,16.5"
"PL81,2019,1.34,84,""66,33111633"",12,4344.7,16.5"
"PL82,2017,1.42,117.8,""2060,415393"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""240,7557938"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""2705,99739"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""3456,589363"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""3596,239707"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""46,81131666"",11.6,4226.3,20.8"
"PL82,2017,1.42,117.8,""971,5091815"",11.6,4226.3,20.8"
"PL82,2018,1.41,117.8,""2285,040677"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""2316,813279"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""255,1571256"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""3392,278901"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""3699,226721"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""46,77341035"",12.1,5233.9,21"
"PL82,2018,1.41,117.8,""910,533717"",12.1,5233.9,21"
"PL82,2019,1.38,117.8,""2016,41431"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""2105,428777"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""264,6506872"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""3036,836392"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""3757,584326"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""44,76668763"",11.6,4549,17.8"
"PL82,2019,1.38,117.8,""934,5138506"",11.6,4549,17.8"
"PL84,2017,1.46,57.8,""110,6964997"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""1522,762895"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""1925,66762"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""2622,718597"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""50,89855032"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""662,2026204"",10.1,2250.7,16.6"
"PL84,2017,1.46,57.8,""989,6660616"",10.1,2250.7,16.6"
"PL84,2018,1.45,57.7,""1057,234786"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""120,3850498"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""1487,409711"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""1894,464146"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""2697,911634"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""50,85733429"",11.6,3963.2,17.3"
"PL84,2018,1.45,57.7,""691,9548314"",11.6,3963.2,17.3"
"PL84,2019,1.42,57.5,""1020,404122"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""125,1942791"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""1507,56345"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""1692,280716"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""2737,274201"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""48,67539871"",10.5,3770.2,13.8"
"PL84,2019,1.42,57.5,""685,4743633"",10.5,3770.2,13.8"
"PL91,2017,1.56,501.2,""1079,035542"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""18,55120636"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""1887,500509"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""2813,052533"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""3986,626003"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""402,2028181"",20.7,2399.8,22.6"
"PL91,2017,1.56,501.2,""5526,799107"",20.7,2399.8,22.6"
"PL91,2018,1.59,505.4,""1061,027406"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""18,53618418"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""1934,971507"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""2896,077966"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""4068,972531"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""425,0168196"",21.7,4096.2,22.3"
"PL91,2018,1.59,505.4,""5529,361315"",21.7,4096.2,22.3"
"PL91,2019,1.6,510.2,""1075,423082"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""17,74092504"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""1908,982224"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""2942,361024"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""3578,88839"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""440,0213221"",20.7,4121.2,19.2"
"PL91,2019,1.6,510.2,""4711,437925"",20.7,4121.2,19.2"
"PL92,2017,1.57,80,""22540,18484"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""4079,397687"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""424,3737205"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""4538,817606"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""5250,757365"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""7032,448859"",11.8,2684.2,20.1"
"PL92,2017,1.57,80,""88,30903579"",11.8,2684.2,20.1"
"PL92,2018,1.52,79.8,""24812,23316"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""4011,000884"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""4414,258958"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""449,455428"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""5402,99816"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""6791,413424"",12.5,4559.5,20.3"
"PL92,2018,1.52,79.8,""88,23752595"",12.5,4559.5,20.3"
"PL92,2019,1.51,79.5,""21481,35232"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""3603,39822"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""4483,235224"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""466,6713051"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""5488,68394"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""6949,096367"",11.6,4301.2,16.2"
"PL92,2019,1.51,79.5,""84,45186552"",11.6,4301.2,16.2"
"PT11,2017,1.2551,169.6,""1375,563316"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""2552,067234"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""3182,225328"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""4645,681156"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""59,64024613"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""845,7566179"",17.5,2988.5,6.9"
"PT11,2017,1.2551,169.6,""944,5094918"",17.5,2988.5,6.9"
"PT11,2018,1.27667,169.3,""1409,10393"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""2247,303428"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""3029,214117"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""44,26545418"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""4669,33967"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""871,1890008"",16.2,3786.7,7.9"
"PT11,2018,1.27667,169.3,""937,7158155"",16.2,3786.7,7.9"
"PT11,2019,1.28793,169.3,""1411,511629"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""2427,911846"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""3078,084773"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""42,71973927"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""4804,73286"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""879,8077805"",16.4,2092.1,8.4"
"PT11,2019,1.28793,169.3,""962,1725703"",16.4,2092.1,8.4"
"PT15,2017,1.57789,89.3,""0,636985578"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""180,5958292"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""369,9260362"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""50,5159947"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""620,2543373"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""8,074331325"",10.4,5825.3,10.5"
"PT15,2017,1.57789,89.3,""907,9948056"",10.4,5825.3,10.5"
"PT15,2018,1.64886,89,""0,648197806"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""190,7319731"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""390,8022103"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""5,99283146"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""50,347408"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""605,2242632"",8.9,6564.3,7.1"
"PT15,2018,1.64886,89,""911,7095649"",8.9,6564.3,7.1"
"PT15,2019,1.67784,88.9,""0,666521094"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""191,0728437"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""394,8423882"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""5,78356649"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""51,64565489"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""627,9974459"",9.2,6168.4,7.2"
"PT15,2019,1.67784,88.9,""937,3908405"",9.2,6168.4,7.2"
"RO11,2017,1.7,76.1,""1529,916587"",19.2,3205.9,16.7"
