"nuts2_code,""year"",""fertility"",""density"",""GWP"",""NO2+Mean(pollutant_av)"",""O3+Mean(pollutant_av)"",""PM2.5+Mean(pollutant_av)"""
"AT11,2017,1.36,79.7,""1238,614145"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""282,4931924"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""301,9198781"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""319,3005175"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""336,2057112"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""60,96061046"",13,5849.8,13.3"
"AT11,2017,1.36,79.7,""7,649597647"",13,5849.8,13.3"
"AT11,2018,1.38,77.5,""1250,140054"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""291,0741246"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""295,470037"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""295,7821365"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""303,5676481"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""65,0734519"",11.9,7043.6,14.6"
"AT11,2018,1.38,77.5,""7,28475049"",11.9,7043.6,14.6"
"AT11,2019,1.39,77.8,""1251,520782"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""283,5797178"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""296,800789"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""300,1571931"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""308,5604682"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""66,12639024"",11,6256.3,11.5"
"AT11,2019,1.39,77.8,""7,0358489"",11,6256.3,11.5"
"AT12,2017,1.57,88.2,""1923,511555"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""2133,398213"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""4502,619537"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""502,400372"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""53,70120452"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""6024,890752"",13.7,5401.6,12.5"
"AT12,2017,1.57,88.2,""6960,062045"",13.7,5401.6,12.5"
"AT12,2018,1.52,88.5,""1743,773699"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""2089,49581"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""4216,751997"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""51,13992839"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""530,9559405"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""5986,41074"",13,7001.2,14.3"
"AT12,2018,1.52,88.5,""7029,177057"",13,7001.2,14.3"
"AT12,2019,1.5,88.9,""1779,076542"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""2094,941462"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""4150,329982"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""49,39260575"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""539,4195664"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""6637,134742"",11.8,5884.8,11.1"
"AT12,2019,1.5,88.9,""7043,629796"",11.8,5884.8,11.1"
"AT13,2017,1.41,4754.9,""0,942668259"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""16,34818276"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""172,2542626"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""1752,806283"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""2167,005574"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""523,6926875"",27.1,5309.4,14.4"
"AT13,2017,1.41,4754.9,""678,3851728"",27.1,5309.4,14.4"
"AT13,2018,1.36,4780.6,""0,897707746"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""15,95313859"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""1670,614524"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""175,9618339"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""1858,838827"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""527,5383035"",26.1,6846.6,16.6"
"AT13,2018,1.36,4780.6,""663,3111286"",26.1,6846.6,16.6"
"AT13,2019,1.35,4808.9,""0,867035331"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""16,31430444"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""1709,160057"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""178,5128371"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""1971,070866"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""527,0392413"",23.9,5706.3,13.1"
"AT13,2019,1.35,4808.9,""646,399298"",23.9,5706.3,13.1"
"AT21,2017,1.51,59.9,""125,4355794"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""1537,227158"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""19,41153633"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""244,2902372"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""2764,883269"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""615,6192245"",15.8,6046.9,11.1"
"AT21,2017,1.51,59.9,""703,3442902"",15.8,6046.9,11.1"
"AT21,2018,1.44,59.9,""133,2209175"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""1600,641828"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""18,48570413"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""226,0580283"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""2791,04038"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""604,7385655"",14.5,6324.6,11.6"
"AT21,2018,1.44,59.9,""631,6182352"",14.5,6324.6,11.6"
"AT21,2019,1.4,59.9,""135,4603256"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""1518,434302"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""17,85409414"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""227,0761592"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""2794,679621"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""599,0490639"",13.8,5832.9,10.8"
"AT21,2019,1.4,59.9,""647,864922"",13.8,5832.9,10.8"
"AT22,2017,1.46,76.2,""1227,132548"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""1414,613357"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""3450,397947"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""39,52900701"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""4384,54944"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""5187,080659"",17.5,5771.4,12.9"
"AT22,2017,1.46,76.2,""860,4180409"",17.5,5771.4,12.9"
"AT22,2018,1.42,76.4,""1207,772754"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""1283,114612"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""3133,335089"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""37,6436731"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""4433,291245"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""4911,690379"",15.9,6597.6,13.9"
"AT22,2018,1.42,76.4,""888,6068694"",15.9,6597.6,13.9"
"AT22,2019,1.41,76.6,""1198,919885"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""1308,193704"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""3118,690103"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""36,35748353"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""4447,833231"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""4918,242317"",14.7,6110.7,11.7"
"AT22,2019,1.41,76.6,""902,0086866"",14.7,6110.7,11.7"
"AT31,2017,1.66,125.4,""10177,95265"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""1626,96087"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""2010,399468"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""2748,834692"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""32,46848896"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""376,3124276"",17.2,4753.9,12.6"
"AT31,2017,1.66,125.4,""4140,997618"",17.2,4753.9,12.6"
"AT31,2018,1.62,126.1,""1464,89168"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""1973,996405"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""2460,329829"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""30,91990609"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""402,2079226"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""4178,766785"",16.3,6620.4,13.6"
"AT31,2018,1.62,126.1,""9386,892828"",16.3,6620.4,13.6"
"AT31,2019,1.6,126.8,""1514,871695"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""1958,873874"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""2540,575768"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""29,86345072"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""408,4117072"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""4183,075172"",15.2,5461.2,11.4"
"AT31,2019,1.6,126.8,""9774,225505"",15.2,5461.2,11.4"
"AT32,2017,1.61,78.1,""1149,613634"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""1680,103754"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""17,84922729"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""377,665593"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""472,4888757"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""646,426191"",18.3,4568.6,9.8"
"AT32,2017,1.61,78.1,""95,08521314"",18.3,4568.6,9.8"
"AT32,2018,1.54,78.5,""1195,790858"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""16,99790933"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""1695,156759"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""343,0262252"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""464,0691396"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""581,9262079"",16.8,6222,10.9"
"AT32,2018,1.54,78.5,""99,94527237"",16.8,6222,10.9"
"AT32,2019,1.58,78.9,""101,4967113"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""1145,177203"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""16,41713355"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""1696,414997"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""349,9258718"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""457,4255332"",15.4,5410.8,9.9"
"AT32,2019,1.58,78.9,""603,1844826"",15.4,5410.8,9.9"
"AT33,2017,1.52,59.8,""2132,011543"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""29,10982347"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""365,4217033"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""539,5372814"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""683,7446563"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""98,88311909"",21.8,5231.5,8.7"
"AT33,2017,1.52,59.8,""981,9686887"",21.8,5231.5,8.7"
"AT33,2018,1.5,60.2,""103,639774"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""2152,03577"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""27,72143197"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""338,1490424"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""531,2065594"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""692,2575658"",19.6,6663.4,9.4"
"AT33,2018,1.5,60.2,""902,812821"",19.6,6663.4,9.4"
"AT33,2019,1.46,60.4,""105,3217969"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""2154,851787"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""26,77426041"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""339,6720141"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""523,7667098"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""664,3782333"",18.7,6051,8.6"
"AT33,2019,1.46,60.4,""936,0420429"",18.7,6051,8.6"
"AT34,2017,1.67,154,""205,0730105"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""240,3364848"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""246,3175421"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""503,142726"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""52,29562569"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""6,739836137"",20.2,5216.2,9.1"
"AT34,2017,1.67,154,""828,9684584"",20.2,5216.2,9.1"
"AT34,2018,1.68,155.2,""201,521167"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""227,9340286"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""242,658"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""450,5313774"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""55,57918487"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""6,418380007"",18.6,7089.2,9"
"AT34,2018,1.68,155.2,""835,2043796"",18.6,7089.2,9"
"AT34,2019,1.68,156.3,""198,7771446"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""228,9606087"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""236,2384162"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""470,7234883"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""56,47630584"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""6,199080116"",17.7,5843.6,9.7"
"AT34,2019,1.68,156.3,""834,3983739"",17.7,5843.6,9.7"
"BE10,2017,1.80959,7421.6,""1,363234789"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""185,5052945"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""2375,977211"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""316,2804021"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""32,18638688"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""501,7204037"",32.3,1742.4,13.3"
"BE10,2017,1.80959,7421.6,""6,401712658"",32.3,1742.4,13.3"
"BE10,2018,1.77021,7471.5,""1,320733768"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""187,3877982"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""2398,711367"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""309,0911519"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""32,45344552"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""503,6252517"",30.5,3539,13.1"
"BE10,2018,1.77021,7471.5,""6,494483316"",30.5,3539,13.1"
"BE10,2019,1.7066,7526.7,""1,252701302"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""185,8058421"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""2315,508215"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""309,7196037"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""39,45199979"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""497,593563"",27,2710.8,11.4"
"BE10,2019,1.7066,7526.7,""6,496116575"",27,2710.8,11.4"
"BE21,2017,1.71217,657.7,""1172,325567"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""25,09620806"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""2604,923114"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""3101,503219"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""3820,80525"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""501,3087152"",24.5,2254.3,14.5"
"BE21,2017,1.71217,657.7,""7125,353459"",24.5,2254.3,14.5"
"BE21,2018,1.68001,661.6,""1195,863434"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""24,31379371"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""2614,128861"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""3146,76141"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""3775,398498"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""506,9655162"",23.5,3840.9,14.3"
"BE21,2018,1.68001,661.6,""7334,934218"",23.5,3840.9,14.3"
"BE21,2019,1.66272,665.8,""1190,025009"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""23,06136313"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""2584,639175"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""3270,899127"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""3685,135648"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""493,4686968"",21.4,3019.1,12.1"
"BE21,2019,1.66272,665.8,""7661,12429"",21.4,3019.1,12.1"
"BE22,2017,1.53421,364.5,""1259,094023"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""1455,861029"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""1746,708105"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""18,35139093"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""1952,526664"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""266,9293058"",17.5,3120.9,11.5"
"BE22,2017,1.53421,364.5,""319,9813124"",17.5,3120.9,11.5"
"BE22,2018,1.48415,365.8,""1278,505218"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""1449,300188"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""17,77925702"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""1752,856179"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""1931,009013"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""269,4116283"",18.6,5230.6,11.7"
"BE22,2018,1.48415,365.8,""326,2606046"",18.6,5230.6,11.7"
"BE22,2019,1.49946,367.5,""1315,897214"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""1420,793751"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""16,86342769"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""1733,695141"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""1899,637742"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""259,9833047"",17.2,3894.9,10.6"
"BE22,2019,1.49946,367.5,""325,3202445"",17.2,3894.9,10.6"
"BE23,2017,1.56439,505.8,""10993,29207"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""21,79979244"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""2804,806833"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""2805,321461"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""3258,250631"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""464,6873385"",19.9,2545.6,13.5"
"BE23,2017,1.56439,505.8,""818,9295415"",19.9,2545.6,13.5"
"BE23,2018,1.56685,508.8,""10952,772"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""21,12014911"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""2815,031623"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""2839,241247"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""3246,663211"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""470,9518379"",19.7,3857.5,14"
"BE23,2018,1.56685,508.8,""832,9258962"",19.7,3857.5,14"
"BE23,2019,1.5072,512.3,""10678,93163"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""20,03222672"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""2783,004048"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""2939,480731"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""3178,351388"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""456,6619033"",17.9,3175.7,12.3"
"BE23,2019,1.5072,512.3,""830,4337679"",17.9,3175.7,12.3"
"BE24,2017,1.63912,536.7,""1288,095165"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""167,0016037"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""1957,364799"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""21,35787625"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""2686,314134"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""2751,697658"",20.6,2617.2,12.3"
"BE24,2017,1.63912,536.7,""347,7065906"",20.6,2617.2,12.3"
"BE24,2018,1.58921,540.5,""1298,787532"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""165,4149102"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""1983,95969"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""20,69201036"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""2636,056784"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""2760,71897"",20.4,4502.2,12.3"
"BE24,2018,1.58921,540.5,""352,6539774"",20.4,4502.2,12.3"
"BE24,2019,1.6009,544.7,""1298,164608"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""160,7781503"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""19,62614187"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""2016,390047"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""2581,841172"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""2729,48664"",18.6,3402.5,11.1"
"BE24,2019,1.6009,544.7,""352,7795071"",18.6,3402.5,11.1"
"BE25,2017,1.59481,377.9,""1455,533249"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""1937,637915"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""22,73408004"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""2372,499152"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""2615,381246"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""2764,262853"",16.7,2610.5,13.1"
"BE25,2017,1.59481,377.9,""445,3884513"",16.7,2610.5,13.1"
"BE25,2018,1.64394,379.2,""1477,731018"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""1973,467233"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""22,0253088"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""2390,767939"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""2586,435744"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""2774,303059"",16.1,3654.7,14.1"
"BE25,2018,1.64394,379.2,""448,6833326"",16.1,3654.7,14.1"
"BE25,2019,1.58463,380.8,""1527,335359"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""1964,442595"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""20,89076062"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""2394,073912"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""2528,995957"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""2740,883615"",14.9,3147.3,12.4"
"BE25,2019,1.58463,380.8,""436,0556036"",14.9,3147.3,12.4"
"BE31,2017,1.63278,365.2,""1105,934361"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""177,3345205"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""374,6885031"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""493,427536"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""50,2127771"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""896,9180236"",19.4,2720.7,11.3"
"BE31,2017,1.63278,365.2,""9,606271999"",19.4,2720.7,11.3"
"BE31,2018,1.5423,367.3,""1109,813251"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""178,7187054"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""380,4261806"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""50,40933422"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""517,8085124"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""9,306781133"",18.3,4779.1,11.6"
"BE31,2018,1.5423,367.3,""906,0121294"",18.3,4779.1,11.6"
"BE31,2019,1.55482,369.7,""1097,190245"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""189,1128885"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""379,7070291"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""48,77586758"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""495,4612403"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""8,827378476"",16.6,3565.1,10.3"
"BE31,2019,1.55482,369.7,""892,5575707"",16.6,3565.1,10.3"
"BE32,2017,1.65459,353.4,""13841,94698"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""1711,815633"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""27,08315668"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""3077,587982"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""3103,461688"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""340,0803487"",19.7,2436.9,12"
"BE32,2017,1.65459,353.4,""3921,277591"",19.7,2436.9,12"
"BE32,2018,1.61362,353.9,""13839,9912"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""1738,871172"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""26,23879603"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""2988,775853"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""3152,615136"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""343,2234081"",18.8,4448.8,12.4"
"BE32,2018,1.61362,353.9,""3935,669181"",18.8,4448.8,12.4"
"BE32,2019,1.6254,354.8,""13628,15563"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""1735,273416"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""24,88720644"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""2946,815597"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""3210,28831"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""336,8828107"",17.3,3334.6,10.6"
"BE32,2019,1.6254,354.8,""3887,657679"",17.3,3334.6,10.6"
"BE33,2017,1.65749,288.5,""1415,645333"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""1824,419002"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""231,4660094"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""2422,292783"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""2797,841422"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""33,53632191"",18.4,3011.2,10.1"
"BE33,2017,1.65749,288.5,""3868,924757"",18.4,3011.2,10.1"
"BE33,2018,1.61472,289,""1439,586836"",18.8,5210.4,10.4"
