"nuts2_code","year","fertility","density","GWP","air_pollutant","pollutant_av"
"AT11",2017,1.36,79.7,"301,9198781","O3",5849.8
"AT11",2017,1.36,79.7,"301,9198781","PM2.5",13.3
"AT11",2017,1.36,79.7,"301,9198781","O3",5849.8
"AT11",2017,1.36,79.7,"301,9198781","PM2.5",13.3
"AT11",2017,1.36,79.7,"301,9198781","NO2",13
"AT11",2017,1.36,79.7,"301,9198781","NO2",13
"AT11",2017,1.36,79.7,"336,2057112","O3",5849.8
"AT11",2017,1.36,79.7,"336,2057112","PM2.5",13.3
"AT11",2017,1.36,79.7,"336,2057112","O3",5849.8
"AT11",2017,1.36,79.7,"336,2057112","PM2.5",13.3
"AT11",2017,1.36,79.7,"336,2057112","NO2",13
"AT11",2017,1.36,79.7,"336,2057112","NO2",13
"AT11",2017,1.36,79.7,"319,3005175","O3",5849.8
"AT11",2017,1.36,79.7,"319,3005175","PM2.5",13.3
"AT11",2017,1.36,79.7,"319,3005175","O3",5849.8
"AT11",2017,1.36,79.7,"319,3005175","PM2.5",13.3
"AT11",2017,1.36,79.7,"319,3005175","NO2",13
"AT11",2017,1.36,79.7,"319,3005175","NO2",13
"AT11",2017,1.36,79.7,"7,649597647","O3",5849.8
"AT11",2017,1.36,79.7,"7,649597647","PM2.5",13.3
"AT11",2017,1.36,79.7,"7,649597647","O3",5849.8
"AT11",2017,1.36,79.7,"7,649597647","PM2.5",13.3
"AT11",2017,1.36,79.7,"7,649597647","NO2",13
"AT11",2017,1.36,79.7,"7,649597647","NO2",13
"AT11",2017,1.36,79.7,"282,4931924","O3",5849.8
"AT11",2017,1.36,79.7,"282,4931924","PM2.5",13.3
"AT11",2017,1.36,79.7,"282,4931924","O3",5849.8
"AT11",2017,1.36,79.7,"282,4931924","PM2.5",13.3
"AT11",2017,1.36,79.7,"282,4931924","NO2",13
"AT11",2017,1.36,79.7,"282,4931924","NO2",13
"AT11",2017,1.36,79.7,"1238,614145","O3",5849.8
"AT11",2017,1.36,79.7,"1238,614145","PM2.5",13.3
"AT11",2017,1.36,79.7,"1238,614145","O3",5849.8
"AT11",2017,1.36,79.7,"1238,614145","PM2.5",13.3
"AT11",2017,1.36,79.7,"1238,614145","NO2",13
"AT11",2017,1.36,79.7,"1238,614145","NO2",13
"AT11",2017,1.36,79.7,"60,96061046","O3",5849.8
"AT11",2017,1.36,79.7,"60,96061046","PM2.5",13.3
"AT11",2017,1.36,79.7,"60,96061046","O3",5849.8
"AT11",2017,1.36,79.7,"60,96061046","PM2.5",13.3
"AT11",2017,1.36,79.7,"60,96061046","NO2",13
"AT11",2017,1.36,79.7,"60,96061046","NO2",13
"AT12",2017,1.57,88.2,"2133,398213","NO2",13.7
"AT12",2017,1.57,88.2,"2133,398213","NO2",13.7
"AT12",2017,1.57,88.2,"2133,398213","PM2.5",12.5
"AT12",2017,1.57,88.2,"2133,398213","O3",5401.6
"AT12",2017,1.57,88.2,"2133,398213","O3",5401.6
"AT12",2017,1.57,88.2,"2133,398213","PM2.5",12.5
"AT12",2017,1.57,88.2,"1923,511555","NO2",13.7
"AT12",2017,1.57,88.2,"1923,511555","NO2",13.7
"AT12",2017,1.57,88.2,"1923,511555","PM2.5",12.5
"AT12",2017,1.57,88.2,"1923,511555","O3",5401.6
"AT12",2017,1.57,88.2,"1923,511555","O3",5401.6
"AT12",2017,1.57,88.2,"1923,511555","PM2.5",12.5
"AT12",2017,1.57,88.2,"4502,619537","NO2",13.7
"AT12",2017,1.57,88.2,"4502,619537","NO2",13.7
"AT12",2017,1.57,88.2,"4502,619537","PM2.5",12.5
"AT12",2017,1.57,88.2,"4502,619537","O3",5401.6
"AT12",2017,1.57,88.2,"4502,619537","O3",5401.6
"AT12",2017,1.57,88.2,"4502,619537","PM2.5",12.5
"AT12",2017,1.57,88.2,"53,70120452","NO2",13.7
"AT12",2017,1.57,88.2,"53,70120452","NO2",13.7
"AT12",2017,1.57,88.2,"53,70120452","PM2.5",12.5
"AT12",2017,1.57,88.2,"53,70120452","O3",5401.6
"AT12",2017,1.57,88.2,"53,70120452","O3",5401.6
"AT12",2017,1.57,88.2,"53,70120452","PM2.5",12.5
"AT12",2017,1.57,88.2,"6024,890752","NO2",13.7
"AT12",2017,1.57,88.2,"6024,890752","NO2",13.7
"AT12",2017,1.57,88.2,"6024,890752","PM2.5",12.5
"AT12",2017,1.57,88.2,"6024,890752","O3",5401.6
"AT12",2017,1.57,88.2,"6024,890752","O3",5401.6
"AT12",2017,1.57,88.2,"6024,890752","PM2.5",12.5
"AT12",2017,1.57,88.2,"6960,062045","NO2",13.7
"AT12",2017,1.57,88.2,"6960,062045","NO2",13.7
"AT12",2017,1.57,88.2,"6960,062045","PM2.5",12.5
"AT12",2017,1.57,88.2,"6960,062045","O3",5401.6
"AT12",2017,1.57,88.2,"6960,062045","O3",5401.6
"AT12",2017,1.57,88.2,"6960,062045","PM2.5",12.5
"AT12",2017,1.57,88.2,"502,400372","NO2",13.7
"AT12",2017,1.57,88.2,"502,400372","NO2",13.7
"AT12",2017,1.57,88.2,"502,400372","PM2.5",12.5
"AT12",2017,1.57,88.2,"502,400372","O3",5401.6
"AT12",2017,1.57,88.2,"502,400372","O3",5401.6
"AT12",2017,1.57,88.2,"502,400372","PM2.5",12.5
"AT13",2017,1.41,4754.9,"16,34818276","NO2",27.1
"AT13",2017,1.41,4754.9,"16,34818276","NO2",27.1
"AT13",2017,1.41,4754.9,"16,34818276","O3",5309.4
"AT13",2017,1.41,4754.9,"16,34818276","O3",5309.4
"AT13",2017,1.41,4754.9,"16,34818276","PM2.5",14.4
"AT13",2017,1.41,4754.9,"16,34818276","PM2.5",14.4
"AT13",2017,1.41,4754.9,"1752,806283","NO2",27.1
"AT13",2017,1.41,4754.9,"1752,806283","NO2",27.1
"AT13",2017,1.41,4754.9,"1752,806283","O3",5309.4
"AT13",2017,1.41,4754.9,"1752,806283","O3",5309.4
"AT13",2017,1.41,4754.9,"1752,806283","PM2.5",14.4
"AT13",2017,1.41,4754.9,"1752,806283","PM2.5",14.4
"AT13",2017,1.41,4754.9,"2167,005574","NO2",27.1
"AT13",2017,1.41,4754.9,"2167,005574","NO2",27.1
"AT13",2017,1.41,4754.9,"2167,005574","O3",5309.4
"AT13",2017,1.41,4754.9,"2167,005574","O3",5309.4
"AT13",2017,1.41,4754.9,"2167,005574","PM2.5",14.4
"AT13",2017,1.41,4754.9,"2167,005574","PM2.5",14.4
"AT13",2017,1.41,4754.9,"0,942668259","NO2",27.1
"AT13",2017,1.41,4754.9,"0,942668259","NO2",27.1
"AT13",2017,1.41,4754.9,"0,942668259","O3",5309.4
"AT13",2017,1.41,4754.9,"0,942668259","O3",5309.4
"AT13",2017,1.41,4754.9,"0,942668259","PM2.5",14.4
"AT13",2017,1.41,4754.9,"0,942668259","PM2.5",14.4
"AT13",2017,1.41,4754.9,"678,3851728","NO2",27.1
"AT13",2017,1.41,4754.9,"678,3851728","NO2",27.1
"AT13",2017,1.41,4754.9,"678,3851728","O3",5309.4
"AT13",2017,1.41,4754.9,"678,3851728","O3",5309.4
"AT13",2017,1.41,4754.9,"678,3851728","PM2.5",14.4
"AT13",2017,1.41,4754.9,"678,3851728","PM2.5",14.4
"AT13",2017,1.41,4754.9,"523,6926875","NO2",27.1
"AT13",2017,1.41,4754.9,"523,6926875","NO2",27.1
"AT13",2017,1.41,4754.9,"523,6926875","O3",5309.4
"AT13",2017,1.41,4754.9,"523,6926875","O3",5309.4
"AT13",2017,1.41,4754.9,"523,6926875","PM2.5",14.4
"AT13",2017,1.41,4754.9,"523,6926875","PM2.5",14.4
"AT13",2017,1.41,4754.9,"172,2542626","NO2",27.1
"AT13",2017,1.41,4754.9,"172,2542626","NO2",27.1
"AT13",2017,1.41,4754.9,"172,2542626","O3",5309.4
"AT13",2017,1.41,4754.9,"172,2542626","O3",5309.4
"AT13",2017,1.41,4754.9,"172,2542626","PM2.5",14.4
"AT13",2017,1.41,4754.9,"172,2542626","PM2.5",14.4
"AT21",2017,1.51,59.9,"615,6192245","NO2",15.8
"AT21",2017,1.51,59.9,"615,6192245","PM2.5",11.1
"AT21",2017,1.51,59.9,"615,6192245","O3",6046.9
"AT21",2017,1.51,59.9,"615,6192245","PM2.5",11.1
"AT21",2017,1.51,59.9,"615,6192245","O3",6046.9
"AT21",2017,1.51,59.9,"615,6192245","NO2",15.8
"AT21",2017,1.51,59.9,"703,3442902","NO2",15.8
"AT21",2017,1.51,59.9,"703,3442902","PM2.5",11.1
"AT21",2017,1.51,59.9,"703,3442902","O3",6046.9
"AT21",2017,1.51,59.9,"703,3442902","PM2.5",11.1
"AT21",2017,1.51,59.9,"703,3442902","O3",6046.9
"AT21",2017,1.51,59.9,"703,3442902","NO2",15.8
"AT21",2017,1.51,59.9,"244,2902372","NO2",15.8
"AT21",2017,1.51,59.9,"244,2902372","PM2.5",11.1
"AT21",2017,1.51,59.9,"244,2902372","O3",6046.9
"AT21",2017,1.51,59.9,"244,2902372","PM2.5",11.1
"AT21",2017,1.51,59.9,"244,2902372","O3",6046.9
"AT21",2017,1.51,59.9,"244,2902372","NO2",15.8
"AT21",2017,1.51,59.9,"19,41153633","NO2",15.8
"AT21",2017,1.51,59.9,"19,41153633","PM2.5",11.1
"AT21",2017,1.51,59.9,"19,41153633","O3",6046.9
"AT21",2017,1.51,59.9,"19,41153633","PM2.5",11.1
"AT21",2017,1.51,59.9,"19,41153633","O3",6046.9
"AT21",2017,1.51,59.9,"19,41153633","NO2",15.8
"AT21",2017,1.51,59.9,"1537,227158","NO2",15.8
"AT21",2017,1.51,59.9,"1537,227158","PM2.5",11.1
"AT21",2017,1.51,59.9,"1537,227158","O3",6046.9
"AT21",2017,1.51,59.9,"1537,227158","PM2.5",11.1
"AT21",2017,1.51,59.9,"1537,227158","O3",6046.9
"AT21",2017,1.51,59.9,"1537,227158","NO2",15.8
"AT21",2017,1.51,59.9,"2764,883269","NO2",15.8
"AT21",2017,1.51,59.9,"2764,883269","PM2.5",11.1
"AT21",2017,1.51,59.9,"2764,883269","O3",6046.9
"AT21",2017,1.51,59.9,"2764,883269","PM2.5",11.1
"AT21",2017,1.51,59.9,"2764,883269","O3",6046.9
"AT21",2017,1.51,59.9,"2764,883269","NO2",15.8
"AT21",2017,1.51,59.9,"125,4355794","NO2",15.8
"AT21",2017,1.51,59.9,"125,4355794","PM2.5",11.1
"AT21",2017,1.51,59.9,"125,4355794","O3",6046.9
"AT21",2017,1.51,59.9,"125,4355794","PM2.5",11.1
"AT21",2017,1.51,59.9,"125,4355794","O3",6046.9
"AT21",2017,1.51,59.9,"125,4355794","NO2",15.8
"AT22",2017,1.46,76.2,"1227,132548","O3",5771.4
"AT22",2017,1.46,76.2,"1227,132548","NO2",17.5
"AT22",2017,1.46,76.2,"1227,132548","O3",5771.4
"AT22",2017,1.46,76.2,"1227,132548","PM2.5",12.9
"AT22",2017,1.46,76.2,"1227,132548","NO2",17.5
"AT22",2017,1.46,76.2,"1227,132548","PM2.5",12.9
"AT22",2017,1.46,76.2,"1414,613357","O3",5771.4
"AT22",2017,1.46,76.2,"1414,613357","NO2",17.5
"AT22",2017,1.46,76.2,"1414,613357","O3",5771.4
"AT22",2017,1.46,76.2,"1414,613357","PM2.5",12.9
"AT22",2017,1.46,76.2,"1414,613357","NO2",17.5
"AT22",2017,1.46,76.2,"1414,613357","PM2.5",12.9
"AT22",2017,1.46,76.2,"3450,397947","O3",5771.4
"AT22",2017,1.46,76.2,"3450,397947","NO2",17.5
"AT22",2017,1.46,76.2,"3450,397947","O3",5771.4
"AT22",2017,1.46,76.2,"3450,397947","PM2.5",12.9
"AT22",2017,1.46,76.2,"3450,397947","NO2",17.5
"AT22",2017,1.46,76.2,"3450,397947","PM2.5",12.9
"AT22",2017,1.46,76.2,"39,52900701","O3",5771.4
"AT22",2017,1.46,76.2,"39,52900701","NO2",17.5
"AT22",2017,1.46,76.2,"39,52900701","O3",5771.4
"AT22",2017,1.46,76.2,"39,52900701","PM2.5",12.9
"AT22",2017,1.46,76.2,"39,52900701","NO2",17.5
"AT22",2017,1.46,76.2,"39,52900701","PM2.5",12.9
"AT22",2017,1.46,76.2,"5187,080659","O3",5771.4
"AT22",2017,1.46,76.2,"5187,080659","NO2",17.5
"AT22",2017,1.46,76.2,"5187,080659","O3",5771.4
"AT22",2017,1.46,76.2,"5187,080659","PM2.5",12.9
"AT22",2017,1.46,76.2,"5187,080659","NO2",17.5
"AT22",2017,1.46,76.2,"5187,080659","PM2.5",12.9
"AT22",2017,1.46,76.2,"4384,54944","O3",5771.4
"AT22",2017,1.46,76.2,"4384,54944","NO2",17.5
"AT22",2017,1.46,76.2,"4384,54944","O3",5771.4
"AT22",2017,1.46,76.2,"4384,54944","PM2.5",12.9
"AT22",2017,1.46,76.2,"4384,54944","NO2",17.5
"AT22",2017,1.46,76.2,"4384,54944","PM2.5",12.9
"AT22",2017,1.46,76.2,"860,4180409","O3",5771.4
"AT22",2017,1.46,76.2,"860,4180409","NO2",17.5
"AT22",2017,1.46,76.2,"860,4180409","O3",5771.4
"AT22",2017,1.46,76.2,"860,4180409","PM2.5",12.9
"AT22",2017,1.46,76.2,"860,4180409","NO2",17.5
"AT22",2017,1.46,76.2,"860,4180409","PM2.5",12.9
"AT31",2017,1.66,125.4,"2010,399468","O3",4753.9
"AT31",2017,1.66,125.4,"2010,399468","O3",4753.9
"AT31",2017,1.66,125.4,"2010,399468","NO2",17.2
"AT31",2017,1.66,125.4,"2010,399468","PM2.5",12.6
"AT31",2017,1.66,125.4,"2010,399468","NO2",17.2
"AT31",2017,1.66,125.4,"2010,399468","PM2.5",12.6
"AT31",2017,1.66,125.4,"1626,96087","O3",4753.9
"AT31",2017,1.66,125.4,"1626,96087","O3",4753.9
"AT31",2017,1.66,125.4,"1626,96087","NO2",17.2
"AT31",2017,1.66,125.4,"1626,96087","PM2.5",12.6
"AT31",2017,1.66,125.4,"1626,96087","NO2",17.2
"AT31",2017,1.66,125.4,"1626,96087","PM2.5",12.6
"AT31",2017,1.66,125.4,"2748,834692","O3",4753.9
"AT31",2017,1.66,125.4,"2748,834692","O3",4753.9
"AT31",2017,1.66,125.4,"2748,834692","NO2",17.2
"AT31",2017,1.66,125.4,"2748,834692","PM2.5",12.6
"AT31",2017,1.66,125.4,"2748,834692","NO2",17.2
"AT31",2017,1.66,125.4,"2748,834692","PM2.5",12.6
"AT31",2017,1.66,125.4,"32,46848896","O3",4753.9
"AT31",2017,1.66,125.4,"32,46848896","O3",4753.9
"AT31",2017,1.66,125.4,"32,46848896","NO2",17.2
"AT31",2017,1.66,125.4,"32,46848896","PM2.5",12.6
"AT31",2017,1.66,125.4,"32,46848896","NO2",17.2
"AT31",2017,1.66,125.4,"32,46848896","PM2.5",12.6
"AT31",2017,1.66,125.4,"10177,95265","O3",4753.9
"AT31",2017,1.66,125.4,"10177,95265","O3",4753.9
"AT31",2017,1.66,125.4,"10177,95265","NO2",17.2
"AT31",2017,1.66,125.4,"10177,95265","PM2.5",12.6
"AT31",2017,1.66,125.4,"10177,95265","NO2",17.2
"AT31",2017,1.66,125.4,"10177,95265","PM2.5",12.6
"AT31",2017,1.66,125.4,"4140,997618","O3",4753.9
"AT31",2017,1.66,125.4,"4140,997618","O3",4753.9
"AT31",2017,1.66,125.4,"4140,997618","NO2",17.2
"AT31",2017,1.66,125.4,"4140,997618","PM2.5",12.6
"AT31",2017,1.66,125.4,"4140,997618","NO2",17.2
"AT31",2017,1.66,125.4,"4140,997618","PM2.5",12.6
"AT31",2017,1.66,125.4,"376,3124276","O3",4753.9
"AT31",2017,1.66,125.4,"376,3124276","O3",4753.9
"AT31",2017,1.66,125.4,"376,3124276","NO2",17.2
"AT31",2017,1.66,125.4,"376,3124276","PM2.5",12.6
"AT31",2017,1.66,125.4,"376,3124276","NO2",17.2
"AT31",2017,1.66,125.4,"376,3124276","PM2.5",12.6
"AT32",2017,1.61,78.1,"472,4888757","O3",4568.6
"AT32",2017,1.61,78.1,"472,4888757","PM2.5",9.8
"AT32",2017,1.61,78.1,"472,4888757","NO2",18.3
"AT32",2017,1.61,78.1,"472,4888757","O3",4568.6
"AT32",2017,1.61,78.1,"472,4888757","NO2",18.3
"AT32",2017,1.61,78.1,"472,4888757","PM2.5",9.8
"AT32",2017,1.61,78.1,"646,426191","O3",4568.6
"AT32",2017,1.61,78.1,"646,426191","PM2.5",9.8
"AT32",2017,1.61,78.1,"646,426191","NO2",18.3
"AT32",2017,1.61,78.1,"646,426191","O3",4568.6
"AT32",2017,1.61,78.1,"646,426191","NO2",18.3
"AT32",2017,1.61,78.1,"646,426191","PM2.5",9.8
"AT32",2017,1.61,78.1,"377,665593","O3",4568.6
"AT32",2017,1.61,78.1,"377,665593","PM2.5",9.8
"AT32",2017,1.61,78.1,"377,665593","NO2",18.3
"AT32",2017,1.61,78.1,"377,665593","O3",4568.6
"AT32",2017,1.61,78.1,"377,665593","NO2",18.3
"AT32",2017,1.61,78.1,"377,665593","PM2.5",9.8
"AT32",2017,1.61,78.1,"17,84922729","O3",4568.6
"AT32",2017,1.61,78.1,"17,84922729","PM2.5",9.8
"AT32",2017,1.61,78.1,"17,84922729","NO2",18.3
"AT32",2017,1.61,78.1,"17,84922729","O3",4568.6
"AT32",2017,1.61,78.1,"17,84922729","NO2",18.3
"AT32",2017,1.61,78.1,"17,84922729","PM2.5",9.8
"AT32",2017,1.61,78.1,"1149,613634","O3",4568.6
"AT32",2017,1.61,78.1,"1149,613634","PM2.5",9.8
"AT32",2017,1.61,78.1,"1149,613634","NO2",18.3
"AT32",2017,1.61,78.1,"1149,613634","O3",4568.6
"AT32",2017,1.61,78.1,"1149,613634","NO2",18.3
"AT32",2017,1.61,78.1,"1149,613634","PM2.5",9.8
"AT32",2017,1.61,78.1,"1680,103754","O3",4568.6
"AT32",2017,1.61,78.1,"1680,103754","PM2.5",9.8
"AT32",2017,1.61,78.1,"1680,103754","NO2",18.3
"AT32",2017,1.61,78.1,"1680,103754","O3",4568.6
"AT32",2017,1.61,78.1,"1680,103754","NO2",18.3
"AT32",2017,1.61,78.1,"1680,103754","PM2.5",9.8
"AT32",2017,1.61,78.1,"95,08521314","O3",4568.6
"AT32",2017,1.61,78.1,"95,08521314","PM2.5",9.8
"AT32",2017,1.61,78.1,"95,08521314","NO2",18.3
"AT32",2017,1.61,78.1,"95,08521314","O3",4568.6
"AT32",2017,1.61,78.1,"95,08521314","NO2",18.3
"AT32",2017,1.61,78.1,"95,08521314","PM2.5",9.8
"AT33",2017,1.52,59.8,"539,5372814","NO2",21.8
"AT33",2017,1.52,59.8,"539,5372814","PM2.5",8.7
"AT33",2017,1.52,59.8,"539,5372814","NO2",21.8
"AT33",2017,1.52,59.8,"539,5372814","PM2.5",8.7
"AT33",2017,1.52,59.8,"539,5372814","O3",5231.5
"AT33",2017,1.52,59.8,"539,5372814","O3",5231.5
"AT33",2017,1.52,59.8,"981,9686887","NO2",21.8
"AT33",2017,1.52,59.8,"981,9686887","PM2.5",8.7
"AT33",2017,1.52,59.8,"981,9686887","NO2",21.8
"AT33",2017,1.52,59.8,"981,9686887","PM2.5",8.7
"AT33",2017,1.52,59.8,"981,9686887","O3",5231.5
"AT33",2017,1.52,59.8,"981,9686887","O3",5231.5
"AT33",2017,1.52,59.8,"365,4217033","NO2",21.8
"AT33",2017,1.52,59.8,"365,4217033","PM2.5",8.7
"AT33",2017,1.52,59.8,"365,4217033","NO2",21.8
"AT33",2017,1.52,59.8,"365,4217033","PM2.5",8.7
"AT33",2017,1.52,59.8,"365,4217033","O3",5231.5
"AT33",2017,1.52,59.8,"365,4217033","O3",5231.5
"AT33",2017,1.52,59.8,"29,10982347","NO2",21.8
"AT33",2017,1.52,59.8,"29,10982347","PM2.5",8.7
"AT33",2017,1.52,59.8,"29,10982347","NO2",21.8
"AT33",2017,1.52,59.8,"29,10982347","PM2.5",8.7
"AT33",2017,1.52,59.8,"29,10982347","O3",5231.5
"AT33",2017,1.52,59.8,"29,10982347","O3",5231.5
"AT33",2017,1.52,59.8,"683,7446563","NO2",21.8
"AT33",2017,1.52,59.8,"683,7446563","PM2.5",8.7
"AT33",2017,1.52,59.8,"683,7446563","NO2",21.8
"AT33",2017,1.52,59.8,"683,7446563","PM2.5",8.7
"AT33",2017,1.52,59.8,"683,7446563","O3",5231.5
"AT33",2017,1.52,59.8,"683,7446563","O3",5231.5
"AT33",2017,1.52,59.8,"2132,011543","NO2",21.8
"AT33",2017,1.52,59.8,"2132,011543","PM2.5",8.7
"AT33",2017,1.52,59.8,"2132,011543","NO2",21.8
"AT33",2017,1.52,59.8,"2132,011543","PM2.5",8.7
"AT33",2017,1.52,59.8,"2132,011543","O3",5231.5
"AT33",2017,1.52,59.8,"2132,011543","O3",5231.5
"AT33",2017,1.52,59.8,"98,88311909","NO2",21.8
"AT33",2017,1.52,59.8,"98,88311909","PM2.5",8.7
"AT33",2017,1.52,59.8,"98,88311909","NO2",21.8
"AT33",2017,1.52,59.8,"98,88311909","PM2.5",8.7
"AT33",2017,1.52,59.8,"98,88311909","O3",5231.5
"AT33",2017,1.52,59.8,"98,88311909","O3",5231.5
"AT34",2017,1.67,154,"205,0730105","PM2.5",9.1
"AT34",2017,1.67,154,"205,0730105","PM2.5",9.1
"AT34",2017,1.67,154,"205,0730105","NO2",20.2
"AT34",2017,1.67,154,"205,0730105","O3",5216.2
"AT34",2017,1.67,154,"205,0730105","O3",5216.2
"AT34",2017,1.67,154,"205,0730105","NO2",20.2
"AT34",2017,1.67,154,"503,142726","PM2.5",9.1
"AT34",2017,1.67,154,"503,142726","PM2.5",9.1
"AT34",2017,1.67,154,"503,142726","NO2",20.2
"AT34",2017,1.67,154,"503,142726","O3",5216.2
"AT34",2017,1.67,154,"503,142726","O3",5216.2
"AT34",2017,1.67,154,"503,142726","NO2",20.2
"AT34",2017,1.67,154,"246,3175421","PM2.5",9.1
"AT34",2017,1.67,154,"246,3175421","PM2.5",9.1
"AT34",2017,1.67,154,"246,3175421","NO2",20.2
"AT34",2017,1.67,154,"246,3175421","O3",5216.2
"AT34",2017,1.67,154,"246,3175421","O3",5216.2
"AT34",2017,1.67,154,"246,3175421","NO2",20.2
"AT34",2017,1.67,154,"6,739836137","PM2.5",9.1
"AT34",2017,1.67,154,"6,739836137","PM2.5",9.1
"AT34",2017,1.67,154,"6,739836137","NO2",20.2
"AT34",2017,1.67,154,"6,739836137","O3",5216.2
"AT34",2017,1.67,154,"6,739836137","O3",5216.2
"AT34",2017,1.67,154,"6,739836137","NO2",20.2
"AT34",2017,1.67,154,"240,3364848","PM2.5",9.1
"AT34",2017,1.67,154,"240,3364848","PM2.5",9.1
"AT34",2017,1.67,154,"240,3364848","NO2",20.2
"AT34",2017,1.67,154,"240,3364848","O3",5216.2
"AT34",2017,1.67,154,"240,3364848","O3",5216.2
"AT34",2017,1.67,154,"240,3364848","NO2",20.2
"AT34",2017,1.67,154,"828,9684584","PM2.5",9.1
"AT34",2017,1.67,154,"828,9684584","PM2.5",9.1
"AT34",2017,1.67,154,"828,9684584","NO2",20.2
"AT34",2017,1.67,154,"828,9684584","O3",5216.2
"AT34",2017,1.67,154,"828,9684584","O3",5216.2
"AT34",2017,1.67,154,"828,9684584","NO2",20.2
"AT34",2017,1.67,154,"52,29562569","PM2.5",9.1
"AT34",2017,1.67,154,"52,29562569","PM2.5",9.1
"AT34",2017,1.67,154,"52,29562569","NO2",20.2
"AT34",2017,1.67,154,"52,29562569","O3",5216.2
"AT34",2017,1.67,154,"52,29562569","O3",5216.2
"AT34",2017,1.67,154,"52,29562569","NO2",20.2
"BE10",2017,1.80959,7421.6,"6,401712658","NO2",32.3
"BE10",2017,1.80959,7421.6,"6,401712658","O3",1742.4
"BE10",2017,1.80959,7421.6,"6,401712658","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"6,401712658","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"6,401712658","NO2",32.3
"BE10",2017,1.80959,7421.6,"6,401712658","O3",1742.4
"BE10",2017,1.80959,7421.6,"2375,977211","NO2",32.3
"BE10",2017,1.80959,7421.6,"2375,977211","O3",1742.4
"BE10",2017,1.80959,7421.6,"2375,977211","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"2375,977211","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"2375,977211","NO2",32.3
"BE10",2017,1.80959,7421.6,"2375,977211","O3",1742.4
"BE10",2017,1.80959,7421.6,"32,18638688","NO2",32.3
"BE10",2017,1.80959,7421.6,"32,18638688","O3",1742.4
"BE10",2017,1.80959,7421.6,"32,18638688","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"32,18638688","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"32,18638688","NO2",32.3
"BE10",2017,1.80959,7421.6,"32,18638688","O3",1742.4
"BE10",2017,1.80959,7421.6,"1,363234789","NO2",32.3
"BE10",2017,1.80959,7421.6,"1,363234789","O3",1742.4
"BE10",2017,1.80959,7421.6,"1,363234789","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"1,363234789","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"1,363234789","NO2",32.3
"BE10",2017,1.80959,7421.6,"1,363234789","O3",1742.4
"BE10",2017,1.80959,7421.6,"316,2804021","NO2",32.3
"BE10",2017,1.80959,7421.6,"316,2804021","O3",1742.4
"BE10",2017,1.80959,7421.6,"316,2804021","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"316,2804021","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"316,2804021","NO2",32.3
"BE10",2017,1.80959,7421.6,"316,2804021","O3",1742.4
"BE10",2017,1.80959,7421.6,"501,7204037","NO2",32.3
"BE10",2017,1.80959,7421.6,"501,7204037","O3",1742.4
"BE10",2017,1.80959,7421.6,"501,7204037","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"501,7204037","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"501,7204037","NO2",32.3
"BE10",2017,1.80959,7421.6,"501,7204037","O3",1742.4
"BE10",2017,1.80959,7421.6,"185,5052945","NO2",32.3
"BE10",2017,1.80959,7421.6,"185,5052945","O3",1742.4
"BE10",2017,1.80959,7421.6,"185,5052945","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"185,5052945","PM2.5",13.3
"BE10",2017,1.80959,7421.6,"185,5052945","NO2",32.3
"BE10",2017,1.80959,7421.6,"185,5052945","O3",1742.4
"BE21",2017,1.71217,657.7,"1172,325567","NO2",24.5
"BE21",2017,1.71217,657.7,"1172,325567","NO2",24.5
"BE21",2017,1.71217,657.7,"1172,325567","PM2.5",14.5
"BE21",2017,1.71217,657.7,"1172,325567","PM2.5",14.5
"BE21",2017,1.71217,657.7,"1172,325567","O3",2254.3
"BE21",2017,1.71217,657.7,"1172,325567","O3",2254.3
"BE21",2017,1.71217,657.7,"3820,80525","NO2",24.5
"BE21",2017,1.71217,657.7,"3820,80525","NO2",24.5
"BE21",2017,1.71217,657.7,"3820,80525","PM2.5",14.5
"BE21",2017,1.71217,657.7,"3820,80525","PM2.5",14.5
"BE21",2017,1.71217,657.7,"3820,80525","O3",2254.3
"BE21",2017,1.71217,657.7,"3820,80525","O3",2254.3
"BE21",2017,1.71217,657.7,"3101,503219","NO2",24.5
"BE21",2017,1.71217,657.7,"3101,503219","NO2",24.5
"BE21",2017,1.71217,657.7,"3101,503219","PM2.5",14.5
"BE21",2017,1.71217,657.7,"3101,503219","PM2.5",14.5
"BE21",2017,1.71217,657.7,"3101,503219","O3",2254.3
"BE21",2017,1.71217,657.7,"3101,503219","O3",2254.3
"BE21",2017,1.71217,657.7,"25,09620806","NO2",24.5
"BE21",2017,1.71217,657.7,"25,09620806","NO2",24.5
